,title,artist_display,date_display,date_start,date_end,medium,image_id,url,intro,overview,style,style_tags,theme,theme_tags,main_objects,other_objects,movement,object_tags,tags
1635,Thomas Jefferson,"After Gilbert Stuart (American, 1755-1828)
George Peter Alexander Healy (American, 1813-1894)",1848/1879,1848.0,1879.0,Oil on canvas,NGA-cae563d5-863f-4f53-9327-c062f0ef851d,"https://api.nga.gov/iiif/cae563d5-863f-4f53-9327-c062f0ef851d/full/1686,/0/default.jpg",A classical portrait depicting a prominent figure with an introspective gaze.,"The artwork showcases a painted portrait of Thomas Jefferson, captured from the chest up and posed against a muted, dark background. He appears solemn and contemplative, his eyes looking directly at the viewer.","This is a fine example of a classical portrait painting, skilled in the tradition of realistic representation and attention to detail. The artist has captured textures of fabric and skin with a nuanced use of light and shadow, creating a lifelike appearance. The use of soft edges and smooth brushwork contributes to the dignified and refined atmosphere of the work.","['Classical', 'Portrait', 'Realism', 'Traditional', 'Fine Art']","The theme of the artwork is the depiction of an important historical figure, Thomas Jefferson, capturing his personality and status as a statesman through portraiture, a common theme in historical artwork.","['Historical Figure', 'Statesman', 'Personality', 'Portraiture', 'Leadership']","{'Thomas Jefferson': 'The figure of Thomas Jefferson is the central focus of this portrait, depicted in formal attire, with a white cravat and black coat, embodying the gravitas of his leadership.'}","['Red Chair', 'Dark Background']","['American Art', 'Realism']","['Thomas Jefferson', 'Red Chair', 'Dark Background']","['Classical', 'Portrait', 'Realism', 'Traditional', 'Historical Figure', 'Personality', 'Portraiture', 'Leadership', 'Red Chair', 'Dark Background', 'American']"
240,The Colonel,American 19th Century,c. 1865,1865.0,1865.0,Oil on wood,NGA-05ec733e-4800-46bf-9a25-5e56c64224f8,"https://api.nga.gov/iiif/05ec733e-4800-46bf-9a25-5e56c64224f8/full/1686,/0/default.jpg","A stoic portrayal of a military officer, exuding confidence and pride.","This painting depicts a waist-up portrait of a military officer, known as 'The Colonel'. He is dressed in a dark blue uniform adorned with golden buttons and yellow trimmings indicative of his rank. His posture is upright and exudes authority. The officer's facial features are sharply rendered, with a stern expression and a well-defined mustache. He wears a hat that bears the letters 'U.S.', suggesting his affiliation with the Union Army during the Civil War.","The artwork embraces a style that suggests a blend of folk art and portraiture, characteristic of the mid-19th century American art scene. It does not pursue the exact precision of realism, instead offering a slightly stylized representation, where facial features and uniform details are emphasized. The painting's simplified color palette and lack of background detail focus the viewer's attention on the subject. The execution is straightforward, yet elements like the ornate buttons and trimmings of the uniform are given careful attention.","['Folk Art', 'Portraiture', 'American Art', '19th Century', 'Military']","The theme of the painting is military distinction and individual representation of character within the armed forces. It portrays the image of an officer who likely held a position of command, capturing the dignity and solemnity associated with military service during the American Civil War period.","['Military', 'Portrait', 'Authority', 'American Civil War', 'Dignity']","{'Military Officer': 'The focal point of the painting is the figure of the military officer, who stands with a dignified and authoritative air, embodying the ethos of military leadership during his time.'}","['Hat', 'Uniform Buttons', 'Trimming', 'Military Insignia']","['American Folk Art', '19th Century Portraiture']","['Military Officer', 'Hat', 'Uniform Buttons', 'Trimming', 'Military Insignia']","['Folk', 'Portraiture', 'American', 'Military', 'Portrait', 'Authority', 'Dignity', 'Hat', 'American Folk']"
1995,A Fleet at Sea,"Hendrick Cornelisz Vroom (Dutch, 1566-1640)",1614,1614.0,1614.0,Oil on canvas,NGA-2c50a33e-f24b-4a36-a27d-ccc2f46e0a92,"https://api.nga.gov/iiif/2c50a33e-f24b-4a36-a27d-ccc2f46e0a92/full/1686,/0/default.jpg",A maritime scene capturing the grandeur of a Dutch fleet on the powerful sea.,"The painting showcases a fleet of ships sailing on tumultuous waves. A prominent galleon adorned with flags sails in the foreground, while other vessels, including smaller boats and a distant fleet, contribute to a sense of bustle and activity at sea. The grey, cloudy sky suggests an atmosphere of exploration or trade.","This artwork is executed in the Dutch Golden Age style, characterized by precise detail, realistic portrayals of sea and sky, and a keen interest in light and atmosphere. The artist has meticulously rendered each ship and wave, showcasing intricate rigging and the texture of the water. This maritime painting reflects the period's fascination with naval power and the age of exploration, with a color palette dominated by moody blues and greens.","['Dutch Golden Age', 'Maritime', 'Realism', 'Detail Oriented', 'Atmospheric']","The theme revolves around the naval might and maritime prowess of the Dutch during the 17th century. It serves as an ode to the period's seafaring ventures, both commercial and exploratory, that underscored the Netherlands' role as a dominant maritime power.","['Naval', 'Exploration', 'Trade', 'Dutch History', 'Seafaring']","{'Galleon': 'The central galleon, flying the Dutch flag, is a symbol of Dutch naval power, depicted with full sails and a busy crew.'}","['Smaller boats', 'Distant ships', 'Waves', 'Clouds', 'Distant Land']",['Dutch Golden Age'],"['Galleon', 'Smaller boats', 'Distant ships', 'Waves', 'Clouds', 'Distant Land']","['Dutch Golden Age', 'Maritime', 'Realism', 'Detail Oriented', 'Atmospheric', 'Naval', 'Exploration', 'Trade', 'Seafaring', 'Small Boats', 'Distant Ships', 'Waves', 'Clouds']"
848,Eaton Family Memorial,"Samuel Jordan (American, 1803/1804-1836 or after)",1831,1831.0,1831.0,Oil on canvas,NGA-05d4d89e-55ca-4a9e-9e0b-fad84db8ce05,"https://api.nga.gov/iiif/05d4d89e-55ca-4a9e-9e0b-fad84db8ce05/full/1686,/0/default.jpg","A vivid narrative scene memorializing the deceased, blending nature and mourning.","The painting 'Eaton Family Memorial' is a commemorative piece that depicts a mourning woman leaning on a tombstone, which lists the names and death dates of the Eaton family members. The background presents a contrasting serene and more tumultuous landscape with a distant town, a fiery sky at dusk, and migratory birds signaling change or passage.","This work features a folk art style characteristic of 19th-century America, with a flat perspective and emphasis on narrative and moral content rather than technical precision or proportional accuracy. The bold use of color and the detailed depiction of the natural elements exemplify the self-taught artist's focus on emotive representation over anatomical exactness.","['Folk Art', '19th Century', 'American Art', 'Narrative', 'Self-Taught Artist', 'Colorful', 'Emotive']","The theme of the artwork revolves around memory, loss, and the passage of time. It is a visual eulogy that commemorates the deceased while reflecting on the cyclic nature of life and death, signified by the transition from day to night and the changing seasons displayed in the landscape.","['Memory', 'Mourning', 'Eulogy', 'Life and Death', 'Time', 'Nature']","{'mourning woman': 'A central focus, the mourning woman dressed in black appears contemplative, resting her head on her hand beside the family memorial.', 'tombstone': 'The white tombstone lists the names and dates of deceased Eaton family members, standing as a stark reminder of mortality.'}","['Willow Trees', 'Distant Town', 'Sky', 'Migratory Birds', 'Leafless Tree', 'Fiery Sky', 'Horse-drawn Carriage', 'Bridge', 'River', 'Rocky Terrain']","['Folk Art', 'American Naive Art']","['mourning woman', 'tombstone', 'Willow Trees', 'Distant Town', 'Sky', 'Migratory Birds', 'Leafless Tree', 'Fiery Sky', 'Horse-drawn Carriage', 'Bridge', 'River', 'Rocky Terrain']","['Folk', 'American', 'Narrative', 'Colorful', 'Emotive', 'Memory', 'Mourning', 'Time', 'Nature', 'Sky', 'Horse-Drawn Carriage', 'Bridge', 'River']"
1958,The Gardener - Old Peasant with Cabbage,"Camille Pissarro (French, born St. Thomas, Virgin Islands, 1830-1903)",1883-1895,1883.0,1895.0,Oil on canvas,NGA-6e323b85-74c2-4c6c-9ae2-ff74b3ad05a2,"https://api.nga.gov/iiif/6e323b85-74c2-4c6c-9ae2-ff74b3ad05a2/full/1686,/0/default.jpg",A contemplative depiction of a peasant immersed in agricultural labor.,"The artwork captures an elderly peasant, focused on his task, amidst a verdant field of cabbages. He is hunched over, holding a freshly picked cabbage, and his attire and body language suggest hard work and familiarity with the land. The peasant's attention is fully devoted to his harvest, a testament to rural life and the intimate relationship between a gardener and his crop.","Pissarro employs an Impressionistic style, characterized by loose brushwork and a bright palette that reflects the light and color of the natural setting. The scene is presented with an emphasis on the play of light and shadow, capturing the momentary effects of the outdoors. Brushstrokes are visible and quick, lending a sense of immediacy and movement. This technique allows the forms to emerge organically from the canvas, echoing the rhythm of nature and the gardener's work.","['Impressionism', 'Loose Brushwork', 'Bright Palette', 'Light', 'Natural Setting', 'Shadow', 'Organic Forms', 'Movement', 'Outdoor']","This painting centers on the theme of agrarian life and the connection between man and nature. It portrays the simple, laborious life of a rural worker, emphasizing the dignity and beauty in everyday, manual tasks. The cabbage patch and the act of harvesting underline the cyclic and rewarding aspects of agricultural work and life.","['Agrarian Life', 'Man and Nature', 'Rural Worker', 'Dignity', 'Labor', 'Everyday', 'Harvest', 'Cyclic', 'Agricultural Work']","{'Peasant': 'An elderly male peasant in work attire, diligently engaged in harvesting cabbages, represents the essence of rural toil and connection to the land.', 'Cabbage': ""A round, leafy green cabbage cradled in the peasant's hands centers the agricultural theme and their hard-earned produce.""}","['Cabbage Field', ""Peasant's Attire""]",['Impressionism'],"['Peasant', 'Cabbage', 'Cabbage Field', ""Peasant's Attire""]","['Impressionism', 'Loose Brushwork', 'Vibrant Palette', 'Shadow', 'Movement', 'Outdoor', 'Man And Nature', 'Dignity', 'Labor', 'Harvest', 'Peasant']"
2097,Virgin and Child Adored by Saint Francis,"Francesco Albani (Italian, 1578-1660)",c. 1606/07,1600.0,1620.0,Oil on copper,ARTIC-ac23f590-c2b3-0560-5058-ae4cc59b890d,"https://www.artic.edu/iiif/2/ac23f590-c2b3-0560-5058-ae4cc59b890d/full/1686,/0/default.jpg","A serene divine interaction captured between the Virgin, Child, saint, and cherubs.","The painting depicts the Virgin Mary seated on clouds, holding the Christ Child, with two cherubs beside them. Below them, Saint Francis is shown in a devout prayer pose.","The artwork reflects the Baroque period's emphasis on dramatic expression and rich coloration. Soft transitions of light and shadow are used to create depth, and meticulous attention to drapery and form conveys a sense of movement and realism.","['Baroque', 'Dramatic', 'Realism', 'Chiaroscuro', 'Rich Coloration']","A religious portrayal emphasizing sanctity and piety, this artwork conveys themes of adoration, divine presence, and the holy communion between saints and the celestial.","['Religious', 'Adoration', 'Sanctity', 'Piety', 'Divine']","{'Virgin Mary': 'Mary, in a blue mantle and red dress, gazes at the Christ Child with maternal tenderness.', 'Christ Child': 'The infant Jesus looks playfully at a flower, symbolizing purity and innocence.', 'Saint Francis': 'Saint Francis, clad in a simple brown robe, is portrayed with hands clasped in fervent prayer, gazing upward.', 'Cherubs': 'Two cherubs flanking the holy figures, represent celestial beings and the presence of God.'}","['Clouds', 'Landscape']",['Baroque'],"['Virgin Mary', 'Christ Child', 'Saint Francis', 'Cherubs', 'Clouds', 'Landscape']","['Baroque', 'Dramatic', 'Realism', 'Chiaroscuro', 'Rich Coloration', 'Religious', 'Adoration', 'Sanctity', 'Piety', 'Divine', 'Virgin Mary', 'Christ Child', 'Cherubs', 'Clouds', 'Landscape']"
1054,Duchess de Fitz-James,"Henri Fantin-Latour (French, 1836-1904)",1867,1867.0,1867.0,Oil on canvas,NGA-83412578-9df5-44f8-9005-2edd8899fda8,"https://api.nga.gov/iiif/83412578-9df5-44f8-9005-2edd8899fda8/full/1686,/0/default.jpg",A graceful portrait of a 19th-century aristocratic woman adorned in finery.,"The artwork is a portrait of a woman, assumedly the Duchess de Fitz-James, captured from a profile perspective. She is elegantly adorned with a jeweled necklace and a tiara of purple flowers in her hair. Her gaze is directed away from the viewer, giving a sense of contemplation or introspection.","This realism style portrait conveys a detailed and lifelike depiction of the subject, with a focus on accurately representing the visual appearance. Subtle brushstrokes render the textures of the woman's dress, the intricate jewelry, and the delicate flowers. The palette is rich but subdued, with the exception of the vibrant purple accents in her hair, which draw the eye.","['Realism', 'Portrait', 'Lifelike', 'Detailed', 'Subdued Palette', 'Subtle Brushwork']","The theme of the portrait is the display of aristocratic elegance and stature. It might reflect the social status and persona of the Duchess de Fitz-James, giving a glimpse into the fashion and cultural norms of the high society in the 19th century.","['Aristocracy', 'Elegance', '19th Century', 'Fashion', 'High Society', 'Cultural Norms']","{'Duchess de Fitz-James': 'Depicted with poise, the woman in the portrait displays the refinement of high social status through her dress and contemplative demeanor.'}","['Necklace', 'Tiara', 'Dress']",['Realism'],"['Duchess de Fitz-James', 'Necklace', 'Tiara', 'Dress']","['Realism', 'Portrait', 'Lifelike', 'Detailed', 'Subdued Palette', 'Aristocracy', 'Elegance', 'Fashion', 'High Society', 'Societal Norms', 'Necklace', 'Dress']"
770,Mrs. Charles S. Carstairs,"Sir William Orpen (Irish, 1878-1931)",1914,1914.0,1914.0,Oil on canvas,NGA-331862c8-6f51-4f07-8f18-bb9be7e872e6,"https://api.nga.gov/iiif/331862c8-6f51-4f07-8f18-bb9be7e872e6/full/1686,/0/default.jpg","A dignified portrait of Mrs. Charles S. Carstairs, showcasing serenity and sophistication.","The painting depicts Mrs. Charles S. Carstairs, seated and posed with poise. Her gaze is directed at the viewer, eliciting a sense of connection. She wears a fashionable hat and an elegant dress adorned with pearls, her hand gracefully touching her face.","This portrait by Sir William Orpen demonstrates a painterly approach, with careful attention to the play of light and shadow, imparting a sense of volume and depth. Orpen's loose, confident brushstrokes capture the texture of the subject's attire and the atmospheric background, while the delicate rendering of her facial features conveys her personality and the painter's technical finesse.","['Painterly', 'Realism', 'Loose Brushwork', 'Atmospheric', 'Figurative']","The theme of the artwork is a personal and evocative portrayal of an individual, possibly of social significance during the time. It aims to capture the character and elegance of Mrs. Carstairs, reflecting the fashion and societal norms of the early 20th century.","['Portraiture', 'Elegance', 'Fashion', 'Early 20th Century', 'Societal Norms']","{'Mrs. Charles S. Carstairs': 'The central figure, Mrs. Carstairs, exudes grace and refinement, her expression and pose suggesting contemplation and social stature.'}","['Hat', 'Dress', 'Pearls', 'Chair']","['Realism', 'Portraiture']","['Mrs. Charles S. Carstairs', 'Hat', 'Dress', 'Pearls', 'Chair']","['Painterly', 'Realism', 'Loose Brushwork', 'Atmospheric', 'Figurative', 'Portraiture', 'Elegance', 'Fashion', 'Societal Norms', 'Hat', 'Dress', 'Pearls', 'Chair']"
235,Possibly Harlan Page,American 19th Century,1815,1815.0,1815.0,Oil on wood,NGA-f818c915-76e8-4c16-9437-2ccbf1fbdc80,"https://api.nga.gov/iiif/f818c915-76e8-4c16-9437-2ccbf1fbdc80/full/1686,/0/default.jpg",A striking portrait of a man with intense gaze and finely detailed attire.,"This artwork presents a portrait of a young man, possibly Harlan Page, captured in a frontal perspective. His sharp gaze engages the viewer directly, with clear blue eyes under a furrowed brow, leading to an immediate sense of connection. His hair is styled in a fashion befitting the early 19th century, and he wears a dark formal coat over a ruffled shirt with a voluminous cravat.","The painting displays a characteristic approach of American portraiture from the first half of the 19th century, reflecting a blend of realism and stylization. The facial features, while realistically rendered, exhibit a certain flatness and geometrical simplification. A stark use of lighting emphasizes the figure against a plain background, and there is a notable attention to textile details in the subject's clothing.","['American', '19th Century', 'Realism', 'Stylization', 'Portrait', 'Simplification', 'Formalism']","The piece is a study in portraiture that explores both the individual identity of the subject and the fashion and style of the era. The strict appearance of the subject suggests themes of personal dignity, solemnity, and the cultural values of the period.","['Portraiture', 'Identity', 'Fashion', '19th Century Culture', 'Dignity', 'Solemnity']","{'Subject': 'The subject of this painting is a young man depicted with stern, captivating eyes, whose attire and hairstyle suggest a historical context and narrative.'}","['Coat', 'Ruffled Shirt', 'Cravat', 'Background']","['American Folk Art', 'Early American Portraiture']","['Subject', 'Coat', 'Ruffled Shirt', 'Cravat', 'Background']","['American', 'Realism', 'Stylization', 'Portrait', 'Portraiture', 'Fashion', 'Dignity', 'Solemnity', 'Coat', 'Cravat', 'Background', 'American Folk', 'Early American Portraiture']"
103,"Pont de la Tournelle, Paris","Stanislas L锟斤拷pine (French, 1835-1892)",1862,1862.0,1862.0,Oil on canvas,NGA-6f450b5f-4d2d-471a-b74e-24c0a0172707,"https://api.nga.gov/iiif/6f450b5f-4d2d-471a-b74e-24c0a0172707/full/1686,/0/default.jpg",A calm impression of daily life by the Seine with the Pont de la Tournelle in the backdrop.,"The painting captures the serene atmosphere of the Seine River with the Pont de la Tournelle stretching across it. The Parisian architecture lines the riverbank, and figures are depicted engaging in various activities along the shore.",This artwork is characteristic of 19th-century French landscape painting with elements of realism and impressionism. L锟斤拷锟斤拷锟斤拷pine's use of light to accentuate the river and the soft brushstrokes to give a lifelike texture to the clouds and water illustrates the intersection of these art movements. The artist's interest in urban scenes and cityscapes is evident in the detailed depiction of the buildings and the bri,"['French Landscape', 'Realism', 'Impressionism', '19th Century', 'Urban Scene', 'Cityscape', 'Soft Brushstrokes', 'Light']","The theme focuses on urban life and architecture in Paris during the 19th century. It portrays a moment of daily life near a significant Parisian landmark, capturing the essence of the city as it was in the artist's time.","['Urban Life', 'Paris', 'Architecture', '19th Century', 'Daily Life', 'Parisian Landmark']","{'Pont de la Tournelle': 'The historic bridge spans the Seine River, serving as a central element in the painting and a symbol of Parisian engineering.', 'Parisian Buildings': 'The classic Parisian architecture, in a soft palette, creates a backdrop that signifies the urban setting of the artwork.'}","['Seine River', 'Clouds', 'Boats', 'Figures']","['Impressionism', 'Realism']","['Pont de la Tournelle', 'Parisian Buildings', 'Seine River', 'Clouds', 'Boats', 'Figures']","['Realism', 'Impressionism', 'Urban Scene', 'Cityscape', 'Soft Brushstrokes', 'Urban Life', 'Paris', 'Architecture', 'Daily Life', 'Seine River', 'Clouds', 'Boats', 'Figures']"
