,title,artist_display,date_display,date_start,date_end,medium,image_id,url,intro,overview,style,style_tags,theme,theme_tags,main_objects,other_objects,movement,object_tags,tags
2463,The Adoration of the Christ Child,"Jacob Cornelisz. van Oostsanen and Workshop (Netherlandish, c. 1470/75-by 1533)",c. 1515,1510.0,1520.0,Oil on panel,ARTIC-d87c4fc3-f14f-f509-bb8e-89d3803ae9fb,"https://www.artic.edu/iiif/2/d87c4fc3-f14f-f509-bb8e-89d3803ae9fb/full/1686,/0/default.jpg","A delicate portrayal of a sacred event, surrounded by a symphony of angels.","The painting depicts the Biblical scene of the Nativity, with the Virgin Mary adoring the Christ Child, who lies on a bed of hay. She is accompanied by Joseph and a throng of adoring angels. Outside the stable, the landscape opens to a serene countryside, where shepherds and additional angels are witness to the holy birth.","This early 16th-century artwork is characteristic of the Northern Renaissance, marked by its meticulous attention to detail, vibrant color palette, and integration of both Gothic and Italian Renaissance influences. We see the use of perspective to create depth, while the figures are displayed with intricate detail and emotional expression. The multitude of angels adds a fantastical element, typical of the period's religious artwork.","['Northern Renaissance', 'Detailed', 'Vibrant', 'Gothic', 'Italian Renaissance', 'Perspective', 'Emotional Expression', 'Fantastical']","The theme is centered on the Christian story of the birth of Jesus, known as the Nativity. It brings forth religious reverence and the celebration of this holy event. The painting is rich with symbolic elements, such as the presence of angels and shepherds, representing divine witness and humble acknowledgement of the Christ Child's arrival.","['Christianity', 'Nativity', 'Religious', 'Holy Birth', 'Jesus', 'Biblical Scene', 'Divinity', 'Reverence', 'Symbolism']","{'Virgin Mary': 'The Virgin Mary is centrally placed, shown with an air of pious contemplation as she adores her newborn son, Jesus.', 'Christ Child': 'Lying on hay, the Christ Child is the focal point of adoration, embodying the essence of Christian redemption.', 'Joseph': 'Joseph stands humbly behind Mary, often considered the protector of the Virgin and her son.', 'Angels': 'A host of angels are scattered throughout, some hovering with musical instruments, celebrating the birth of Christ.'}","['Ruined stable', 'Hay', 'Countryside', 'Shepherds', 'Distant castle']",['Northern Renaissance'],"['Virgin Mary', 'Christ Child', 'Joseph', 'Angels', 'Ruined stable', 'Hay', 'Countryside', 'Shepherds', 'Distant castle']","['Northern Renaissance', 'Detailed', 'Vibrant', 'Gothic', 'Italian Renaissance', 'Perspective', 'Emotional Expression', 'Christianity', 'Nativity', 'Religious', 'Jesus', 'Biblical Scene', 'Divinity', 'Reverence', 'Symbolism', 'Virgin Mary', 'Christ Child', 'Joseph', 'Angels', 'Countryside', 'Shepherds']"
548,View near Epernon,"Jean-Baptiste-Camille Corot (French, 1796-1875)",1850/1860,1850.0,1860.0,Oil on canvas,NGA-0410a6f0-36dc-465d-bf8a-2a77fc3d07a5,"https://api.nga.gov/iiif/0410a6f0-36dc-465d-bf8a-2a77fc3d07a5/full/1686,/0/default.jpg","A serene depiction of rural life near Epernon, captured by Corot's masterful brush.","The painting portrays a tranquil landscape scene near Epernon, featuring peasants at work. A man leads a horse-drawn cart in the foreground, while another rides a horse. Trees dot the hilly terrain, and buildings mark the horizon under a vast, cloudy sky.","The artwork is characterized by its soft brushwork and subtle color palette, hallmarks of Corot's style, which bridges the neoclassical and impressionist movements. Corot's use of light and shadow conveys a sense of the atmosphere, and his rendering of the figures and landscape reflects a blend of realism and poetic sensibility.","['Soft Brushwork', 'Subtle Color Palette', 'Atmospheric', 'Realism', 'Impressionist Influences', 'Neoclassical Elements']","This artwork explores the theme of the French countryside, depicting the simplicity and harmony of rural life. It reflects on the relationship between humans and nature, and the routine activities that define everyday rural existence.","['French Countryside', 'Rural Life', 'Simplicity', 'Harmony with Nature', 'Everyday Activities']","{'Peasants': 'Peasants engaged in their daily labor, one leading a horse-drawn cart and another riding on horseback, symbolize the rural working class.', 'Trees': 'A group of trees that frame the composition on the right provide a sense of depth and natural beauty to the scene.', 'Buildings': 'Buildings in the distance establish the setting as a rural village and emphasize the wide expanse of the countryside.'}","['Cloudy Sky', 'Hills', 'Grass']",['Barbizon School'],"['Peasants', 'Trees', 'Buildings', 'Cloudy Sky', 'Hills', 'Grass']","['Soft Brushwork', 'Subtle Color Palette', 'Atmospheric', 'Realism', 'Rural Life', 'Simplicity', 'Harmony With Nature', 'Everyday Activities', 'Peasant', 'Trees', 'Buildings', 'Cloudy Sky', 'Hills', 'Grass', 'Barbizon School']"
798,Eliza Welch Stone,"Thomas Skynner (American, active 1840/1852)",c. 1845,1845.0,1845.0,Oil on canvas,NGA-8ce73c61-40c3-4872-a408-f47a0b7655be,"https://api.nga.gov/iiif/8ce73c61-40c3-4872-a408-f47a0b7655be/full/1686,/0/default.jpg","A stoic portrait of a woman, capturing the simple elegance of mid-19th century.","The painting portrays Eliza Welch Stone sitting straight-backed with an expression of solemn dignity. She is dressed in a dark dress with a white collar and lace cuffs, and her hair is styled in two long braids. A vase with flowers stands on a table to her left and a draped red curtain is behind her on the right.","This artwork presents a folk-art style portrait, characterized by a flat, stylized presentation with limited perspective and depth. The features of the sitter are depicted with simplicity and a certain rigidity, reflective of the era's vernacular art traditions. The color palette is primarily composed of muted earth tones with pops of vibrant colors in the subject's clothing and the surrounding elements.","['folk art', 'flat', 'stylized', 'vernacular', 'muted earth tones', 'simple']","The theme of the artwork focuses on portraiture, particularly of the American folk art tradition. It showcases personal identity and fashion of the mid-19th century, as well as hints of domestic life through the inclusion of interior elements like the curtain and vase with flowers.","['portraiture', 'American', 'folk art', 'identity', 'fashion', 'domestic life', 'interior']","{'Eliza Welch Stone': 'Depicted with a quiet composure, Eliza exudes a modest dignity, wearing a dark dress and seated against a simple domestic interior.', 'Flower vase': 'A white vase holding a bouquet of colorful flowers, adding a touch of liveliness to the solemn atmosphere.', 'Red curtain': 'The bold red curtain provides a contrasting backdrop, suggesting a framed snapshot of middle-class life in that era.'}","['table', 'white collar', 'lace cuffs', 'braids', 'wallpaper']","['folk art', 'American portraiture']","['Eliza Welch Stone', 'Flower vase', 'Red curtain', 'table', 'white collar', 'lace cuffs', 'braids', 'wallpaper']","['Folk', 'Stylized', 'Portraiture', 'American', 'Fashion', 'Domestic Life', 'Red Curtain', 'Table', 'White Collar', 'Lace Cuffs', 'American Portraiture']"
1,Profile Portrait of a Lady,Franco-Flemish 15th Century,c. 1410,1410.0,1410.0,Oil on panel,NGA-82e62b74-1316-4ed3-9bf2-504e3939edec,"https://api.nga.gov/iiif/82e62b74-1316-4ed3-9bf2-504e3939edec/full/1686,/0/default.jpg",A serene noblewoman depicted in a detailed profile portrait from the early 15th century.,"The painting is a profile portrait of a lady, capturing her from the side in intricate attire. Her expression is placid, with her eyes gazing off slightly above the horizon. The attire suggests a high social status, featuring luxurious fabrics, rich colors, and elaborate patterns. The headdress is especially ornate and characteristic of the fashion of the time.","This portrait exhibits the precision and attention to detail typical of Franco-Flemish art of the early 15th century. The emphasis on the realistic portrayal of her garments and the delicate execution of her facial features are indicative of the Northern Renaissance artistic tendencies. There's a strong attention to the texture of fabrics and a limited use of perspective, focusing on the meticulous depiction of the subject in profile against a dark, unadorned background.","['Franco-Flemish', 'Early Renaissance', 'Realism', 'Portrait', 'Profile', 'Attention to detail', 'Textile depiction']","The artwork conveys themes of nobility, fashion, and societal status in the 15th century. It provides an intimate look at the personal style and aesthetic preferences of the era's upper class, evoking a sense of the sitter's personality and social standing through the presentation of attire and demeanor.","['Nobility', 'Fashion', 'Societal Status', '15th Century', 'Portraiture', 'Identity', 'Historical Clothing']","{'Lady': 'A noblewoman portrayed with an expression of calm dignity, her skin luminously pale against the dark backdrop.'}","['Headdress', 'Garment', 'Collar']","['Northern Renaissance', 'Early Netherlandish']","['Lady', 'Headdress', 'Garment', 'Collar']","['Early Renaissance', 'Realism', 'Portrait', 'Attention To Detail', 'Nobility', 'Fashion', 'Societal Status', 'Portraiture', 'Historical Clothing', 'Lady', 'Headdress', 'Garment', 'Collar', 'Northern Renaissance']"
2028,Moonlight,"Claude-Joseph Vernet (French, 1714-1789)",1772,1772.0,1772.0,Oil on canvas,NGA-372938c9-5631-4591-a485-fafef0780bb7,"https://api.nga.gov/iiif/372938c9-5631-4591-a485-fafef0780bb7/full/1686,/0/default.jpg",A nocturnal maritime scene illuminated by the serene glow of a full moon.,"This painting presents a night-time harbor scene under a cloud-strewn sky. A full moon hangs above, casting its silvery light over the water where ships are anchored. The foreground features people engaged in various nocturnal activities by the seashore, with firelight flickering beside their makeshift camp.","The artwork epitomizes the 18th-century European romantic landscape painting, with a focus on dramatic skies and naturalistic representation of moonlight effects. Vernet's skillful use of chiaroscuro creates a dynamic interplay of light and shadow, while the accurate depictions of the human figures and ships reflect a keen attention to detail and a pursuit of realism within a romantic framework.","['Romanticism', 'Landscape', 'Marine', 'Chiaroscuro', 'Realism', 'Naturalism']","The theme captures the timeless interconnection between humans and the sea, depicting maritime activity under the enchanting and tranquil light of the moon, embodying the romantic era's fascination with nature, the sublime, and the rhythms of daily life.","['Nature', 'Sublime', 'Maritime', 'Nocturnal', 'Human Activity', 'Tranquility', 'Romantic Era']","{'Moon': 'The moon is a central luminary in the painting, bathing the harbor scene in a gentle, silvery glow amid the clouds.', 'Ships': ""Detailed ships of various sizes occupy the harbor, symbolizing the era's maritime prowess and exploration spirit."", 'Humans': 'Groups of people are depicted engaging with their environment, some gathering by a fire, while others labor with boats.'}","['Clouds', 'Fire', 'Tents', 'Building', 'Rocks', 'Trees']",['Romanticism'],"['Moon', 'Ships', 'Humans', 'Clouds', 'Fire', 'Tents', 'Building', 'Rocks', 'Trees']","['Romanticism', 'Landscape', 'Marine', 'Chiaroscuro', 'Realism', 'Naturalism', 'Nature', 'Sublime', 'Maritime', 'Human Activity', 'Tranquility', 'Moon', 'Ships', 'Clouds', 'Building', 'Rocks', 'Trees']"
765,The Crucifixion,"German 16th Century
Possibly Hans Mielich (German, 1516-1573)",c. 1550/1575,1550.0,1575.0,Oil on panel,NGA-40f5243e-1845-49f6-bdee-2f8d8304e782,"https://api.nga.gov/iiif/40f5243e-1845-49f6-bdee-2f8d8304e782/full/1686,/0/default.jpg",A poignant depiction of the crucifixion engulfed by a multitude of onlookers.,"The artwork represents the crucifixion of Jesus Christ, alongside two other individuals also being crucified. Below the crosses is a crowd of various figures, including soldiers, civilians, and religious characters. The portrayal of Christ is central and dramatic, with details suggesting suffering and sacrifice. The varied expressions and attire of the onlookers encapsulate the diverse reactions to this pivotal Biblical event.","The painting belongs to the Northern Renaissance, characterized by its attention to detail, vivid colors, and use of symbolism. The artist demonstrates precise brushwork and realist anatomy in the figures. There is also a clear use of light and shadow to create depth and focus on the central figure of Christ. The intricate depiction of the garments and the crowd demonstrates the artist's commitment to representing the scene with historical and emotional accuracy.","['Northern Renaissance', 'Realism', 'Religious Art', 'Symbolism', 'Figurative', 'Detail-Oriented']","This artwork explores the religious theme of crucifixion, emphasizing the suffering of Christ and the impact of this event on the onlookers. It reflects on themes of sacrifice, redemption, and the complex human responses to the divine interplay with earthly matters. The painting serves as a devotional piece meant to invoke empathy and reflection.","['Crucifixion', 'Christianity', 'Sacrifice', 'Redemption', 'Suffering', 'Piety', 'Emotion']","{'Jesus Christ': 'Jesus Christ is represented in a dramatic and central position, nailed to the cross with a crown of thorns, embodying the theme of ultimate sacrifice.', 'Crucified Thieves': 'Two individuals flank Christ, also crucified, illustrating the Biblical account of the two thieves crucified alongside Jesus.'}","['Roman soldiers', 'Civilians', 'Religious figures', 'Armors and weapons', 'Architectural elements representing Jerusalem', 'Landscape in the background']",['Northern Renaissance'],"['Jesus Christ', 'Crucified Thieves', 'Roman soldiers', 'Civilians', 'Religious figures', 'Armors and weapons', 'Architectural elements representing Jerusalem', 'Landscape in the background']","['Northern Renaissance', 'Realism', 'Religious', 'Symbolism', 'Figurative', 'Detail-Oriented', 'Crucifixion', 'Christianity', 'Sacrifice', 'Redemption', 'Suffering', 'Piety', 'Emotion', 'Jesus Christ']"
846,Memorial to Nicholas M. S. Catlin,American 19th Century,c. 1852,1852.0,1852.0,Oil on canvas,NGA-a9a9f278-cb60-43f7-91b5-e18b15f202b0,"https://api.nga.gov/iiif/a9a9f278-cb60-43f7-91b5-e18b15f202b0/full/1686,/0/default.jpg",A touching 19th-century painting depicting a young child in a verdant setting.,"The painting shows a young child dressed in a bright red dress with lace trimmings, standing in a garden. The child's gaze is directed at the viewer, with one hand touching a pot of vibrant flowers and the other holding a small bouquet. A grey cat stands beside the figure, and in the background, a foliage-rich plant and a white memorial obelisk inscribed with text can be seen under a light blue sky.","This artwork employs a folk art style characterized by a straightforward, naive approach to portraiture. The painting features a simplistic rendering of facial features and anatomy, with a clear emphasis on bright colors and flat areas of pigment. There is minimal shading and perspective, giving the scene a two-dimensional appearance. The attention to textile patterns and the still life quality of the flowers suggest a care for domestic detail typical of folk art. The memorial obelisk also hints at a commemorative function, possibly indicating the painting is a posthumous portrait.","['Folk Art', 'Naive Art', 'Americana', 'Commemorative Portrait', '19th Century']","The artwork serves as a memorial, likely capturing the image of a loved child and suggesting themes of memory, loss, and the passage of time. The juxtaposition of a living child with a memorial obelisk creates a poignant contrast, representing the fragility of life against the permanence of remembrance.","['Memorial', 'Childhood', 'Mortality', 'Remembrance', 'Elegy']","{'child': 'A young child with rosy cheeks stands centered, adorned in a red dress, symbolizing innocence and the subject of the memorial.', 'flowers': 'A pot with lush, colorful flowers denotes beauty and the fleeting nature of life, touched gently by the child.', 'cat': ""A lifelike grey cat at the child's feet adds a familiar domestic presence, hinting at companionship or the subject's fondness for animals."", 'memorial obelisk': 'A stark white memorial obelisk bearing an inscription anchors the composition, signifying the commemorative purpose of the painting.'}","['blue sky', 'garden', 'plant with long leaves', ""child's bouquet"", 'lace trimmings', 'blue shoes']",['American Folk Art'],"['child', 'flowers', 'cat', 'memorial obelisk', 'blue sky', 'garden', 'plant with long leaves', ""child's bouquet"", 'lace trimmings', 'blue shoes']","['Folk', 'Naive', 'Americana', 'Childhood', 'Mortality', 'Child', 'Flowers', 'Cat', 'Blue Sky', 'Garden', 'American Folk']"
1146,Banks of the Seine at M��dan,"Paul C��zanne (French, 1839-1906)",c. 1885/1890,1885.0,1890.0,Oil on canvas,NGA-e9d26ac4-eca2-4102-8728-51d4b131aebe,"https://api.nga.gov/iiif/e9d26ac4-eca2-4102-8728-51d4b131aebe/full/1686,/0/default.jpg",Paul C��zanne's tranquil depiction of the Seine's lush banks in soft pastel hues.,"The painting exhibits a calm, picturesque scene of the Seine River's banks near M��dan. Lush greenery, reflective waters, and scattered buildings under a wide sky dominate the landscape.","C��zanne's technique showcases his Post-Impressionist approach with a fluid and somewhat abstract handling of form and color. He uses visible, distinct brushstrokes, creating a vibrancy and dynamic texture. His blending of colors captures the shimmering light and atmosphere, not adhering strictly to visual reality but expressing an emotional resonance.","['Post-Impressionist', 'Visible Brushstrokes', 'Soft Pastel Hues', 'Abstract Handling', 'Dynamic Texture']","The theme of this artwork focuses on the natural landscape and its interplay with human civilization, depicting the serene environment of the Seine River, alongside the rural architecture.","['Natural Landscape', 'Human Civilization', 'Serene Environment', 'River', 'Rural Architecture']","{'Seine River': 'C��zanne captures the calm flow of the Seine with reflections of trees and sky on the water surface.', 'Vegetation': 'Dense foliage and greenery depict the thriving natural environment along the river banks.', 'Buildings': 'The rural buildings hint at the presence of a quiet, modest human settlement within the landscape.'}","['Clouds', 'Sky']",['Post-Impressionism'],"['Seine River', 'Vegetation', 'Buildings', 'Clouds', 'Sky']","['Post-Impressionism', 'Visible Brushstrokes', 'Natural Landscape', 'River', 'Seine River', 'Vegetation', 'Buildings', 'Clouds', 'Sky']"
1547,"The Juniata, Evening","Thomas Moran (American, born England, 1837-1926)",1864,1864.0,1864.0,Oil on canvas,NGA-f7429296-9105-4a8f-ad67-3388e4974ad6,"https://api.nga.gov/iiif/f7429296-9105-4a8f-ad67-3388e4974ad6/full/1686,/0/default.jpg",A serene landscape painting capturing the quiet beauty of the Juniata river.,"The artwork 'The Juniata, Evening' by Thomas Moran depicts a tranquil evening scene along the Juniata River, with lush greenery, mountains in the background, and a vast open sky. In the foreground, a figure sits next to an easel, suggesting the presence of an artist within the landscape.","This painting is done in the Hudson River School style, known for its romantic portrayal of the American landscape. It exhibits fine detail, realistic lighting, and a fascination with nature. The use of light and shadow creates depth, while the warm hues provide a sense of tranquility and timelessness, inviting contemplation of the sublime in nature.","['Hudson River School', 'Realism', 'Romanticism', 'Fine Detail', 'Naturalism', 'Light and Shadow']","The painting depicts the harmony between man and nature, the grandeur of the American wilderness, and the reflective quality of the natural world as a subject of art. The subdued presence of a lone figure emphasizes the scale and serenity of the environment.","['Nature', 'Wilderness', 'Serenity', 'Man and Nature', 'Reflection', 'American Landscape']","{'Juniata River': 'The Juniata River stretches throughout the scene, reflecting the hues of the sky and surrounded by the rich textures of the landscape.', 'Mountains': 'Rising prominently in the backdrop, the mountains are bathed in soft light, enhancing the natural depth of the scene.', 'Artist at Easel': 'Seated at the lower right, an artist is portrayed in the act of painting, blending into the environment as a thoughtful observer.'}","['Sky', 'Trees', 'Meadows', 'Rocks']",['Hudson River School'],"['Juniata River', 'Mountains', 'Artist at Easel', 'Sky', 'Trees', 'Meadows', 'Rocks']","['Hudson River School', 'Realism', 'Romanticism', 'Fine Detail', 'Naturalism', 'Light And Shadow', 'Nature', 'Wilderness', 'Serenity', 'Man And Nature', 'Reflection', 'American Landscape', 'Mountains', 'Sky', 'Trees', 'Rocks']"
137,"Still Life with Bottle, Carafe, Bread, and Wine","Claude Monet (French, 1840-1926)",c. 1862/1863,1862.0,1863.0,Oil on canvas,NGA-f2b37bef-9caf-4f86-a6a2-72c5773e9267,"https://api.nga.gov/iiif/f2b37bef-9caf-4f86-a6a2-72c5773e9267/full/1686,/0/default.jpg",A moody still life depicting everyday objects with a play on light and shadow.,"This painting features a collection of everyday objects arranged on a table. A dark bottle, a clear carafe, and a partially eaten loaf of bread alongside crumbs on a plate, a wine glass, and a mysterious brown cube, possibly cheese or sugar, are depicted. A corked bottle of wine commands attention with its reflective surface and solid presence amidst the softer textures of the other items.","Claude Monet's work exhibits the hallmarks of early Impressionism, focusing on the interplay of light, color, and shadow. The application of paint is loose and the brushstrokes are visible, creating a sense of movement and spontaneity. The variation in texture and the muted color palette evoke a sense of realism while still capturing an atmospheric impression that transcends mere photographic representation.","['Impressionism', 'Realism', 'Brushwork', 'Atmospheric', 'Light and Shadow', 'Color', 'Texture']","This artwork captures a moment of simplicity and tranquility in the mundane. It reflects the transient nature of daily life and the pleasure found in the simple joys of food and drink, emphasizing the beauty in the ordinary.","['Simplicity', 'Tranquility', 'Mundane Life', 'Daily Life', 'Pleasure', 'Food and Drink', 'Ordinary']","{'Bottle': 'A dark, reflective glass bottle, potentially filled with wine, is central, hinting at the themes of enjoyment and everyday life.', 'Bread': ""A crusty loaf of bread appears partially consumed, its texture and form highlighted against the table's backdrop."", 'Plate with Crumbs': 'A plate with crumbs suggests the remnants of a meal, adding to the narrative of daily living.'}","['Carafe', 'Wine Glass', 'Brown Cube', 'Cork', 'Knife', 'Tablecloth']",['Impressionism'],"['Bottle', 'Bread', 'Plate with Crumbs', 'Carafe', 'Wine Glass', 'Brown Cube', 'Cork', 'Knife', 'Tablecloth']","['Impressionism', 'Realism', 'Atmospheric', 'Light And Shadow', 'Simplicity', 'Tranquility', 'Daily Life', 'Pleasure', 'Bread', 'Wine Glass', 'Tablecloth']"
