,title,artist_display,date_display,date_start,date_end,medium,image_id,url,intro,overview,style,style_tags,theme,theme_tags,main_objects,other_objects,movement,object_tags,tags
82,Caf�� Singer,"Amedeo Modigliani (Italian, 1884-1920)",1917,1917.0,1917.0,Oil on canvas,NGA-ad117357-25b4-4058-b01a-7ea0db281ea0,"https://api.nga.gov/iiif/ad117357-25b4-4058-b01a-7ea0db281ea0/full/1686,/0/default.jpg",A soulful depiction of a seated figure with elongated features in subdued colors.,"The painting titled 'Caf������ Singer' by Amedeo Modigliani presents a seated female figure. Her pose is somewhat reserved, with her hands gently resting on her lap. The facial features are simplified and elongated, with minimal detailing, evoking a sense of introspection and c","Modigliani's style is characterized by elongated forms and a departure from detailed realistic representation. The portrait features a limited color palette, mostly comprised of earthy tones. There's a strong sense of linearity in the composition, and the figure's subdued expression combined with the flatness of the background gives the work an air of modern abstraction. It reflects Modigliani's unique blend of Modernist tendencies inflected with elements of African, Mediterranean, and ancient art influences.","['Expressionism', 'Modernism', 'Portraiture', 'Elongated Forms', 'Subdued Palette', 'Minimalist']",The subject of the painting is reflective of Modigliani's focus on portraiture and his interest in capturing the emotional essence of individuals rather than their physical likeness. The depicted singer seems to embody a contemplative state that suggests a narrative beyond the canvas.,"['Contemplation', 'Human Figure', 'Emotion', 'Inner World', 'Portraiture']","{'Seated Female Figure': 'A female figure is portrayed with characteristic exaggerated and simplified features, notably the elongated neck and face. She appears contemplative and serene.'}","['Chair', 'Wall', 'Floor']","['Expressionism', 'Modernism']","['Seated Female Figure', 'Chair', 'Wall', 'Floor']","['Expressionism', 'Modernism', 'Portraiture', 'Subdued Palette', 'Minimalistic', 'Contemplation', 'Human Figure', 'Emotion', 'Seated Figure', 'Chair', 'Wall', 'Floor']"
473,Quintilia Fischieri,"Federico Barocci (Italian, probably 1535-1612)",probably c. 1600,1600.0,1600.0,Oil on canvas,NGA-0ef7daea-db7f-4ffa-93eb-e3e4b63b213d,"https://api.nga.gov/iiif/0ef7daea-db7f-4ffa-93eb-e3e4b63b213d/full/1686,/0/default.jpg","A serene portrayal of Quintilia Fischieri, elegantly dressed and engrossed in literature.","This painting depicts a young woman identified as Quintilia Fischieri, attired in an ornate dress, holding a small book as if caught mid-read. A larger book lies on a nearby red drapery, suggesting a setting of learning or a scholarly pursuit.","Federico Barocci's style in this painting is characteristic of the late Italian Renaissance, with meticulous attention to the color and texture of the fabrics the subject wears. The portrait exudes a soft warmth and lifelike quality, featuring subtle chiaroscuro that enhances its three-dimensional effect. Barocci's use of light focuses on the woman's face and hands, bringing out the delicacy of her features and the richness of her clothing.","['Italian Renaissance', 'Late Renaissance', 'Mannerism', 'Chiaroscuro', 'Portrait', 'Realism']","The theme is centered on the nobility of the Renaissance, showcasing their attire, education, and sophistication. It captures a moment of calm introspection, emphasizing the cultural value placed on reading and knowledge during this era.","['Nobility', 'Renaissance', 'Education', 'Literature', 'Introspection', 'Social Status']","{'Quintilia Fischieri': ""A noblewoman portrayed in a moment of private reading, symbolizing the intellectual pursuits of the era's upper class."", 'Book in hand': 'A small, open book held delicately by Quintilia adds to the narrative of her involvement with literature or learning.', 'Book on drapery': ""An additional closed book resting on the red drapery, possibly symbolic of the subject's education or a specific scholarly interest.""}","['Red drapery', 'Gold embroidered dress', 'Ruffled collar']","['Renaissance', 'Mannerism']","['Quintilia Fischieri', 'Book in hand', 'Book on drapery', 'Red drapery', 'Gold embroidered dress', 'Ruffled collar']","['Italian Renaissance', 'Mannerism', 'Chiaroscuro', 'Portrait', 'Realism', 'Nobility', 'Renaissance', 'Education', 'Literature', 'Introspection', 'Social Status', 'Red Drapery', 'Ruffled Collar']"
1929,Woman with a Parasol - Madame Monet and Her Son,"Claude Monet (French, 1840-1926)",1875,1875.0,1875.0,Oil on canvas,NGA-99758d9d-c10b-4d02-a198-7e49afb1f3a6,"https://api.nga.gov/iiif/99758d9d-c10b-4d02-a198-7e49afb1f3a6/full/1686,/0/default.jpg","A serene portrayal of family amidst nature, bathed in sunlight and shadow.","The painting depicts Madame Monet and her son standing in a blooming field. She carries a parasol, shielding her from the sun. The light and shadow play across her figure and the landscape, emphasizing the fleeting moments of a bright, windy day. Her son is depicted farther in the background, looking toward the viewer, creating a sense of depth in the field.","This painting is a prime example of Impressionism, a style characterized by the depiction of light and its changing qualities, emphasizing the momentary aspects of a scene. Monet used quick brushstrokes that capture the essence and vibration of the light without focusing on the meticulous details. The colors are mixed on the canvas, with the blue of the sky and green of the field layered in a way that brings the scene to life with dynamism and immediacy.","['Impressionism', 'Light', 'Brushstrokes', 'Vibrant', 'Atmospheric', 'Realism']","The theme of the artwork revolves around the intimate and everyday moment of a mother and son enjoying the simplicity of nature. It captures the ethos of Impressionist art, which often centered around leisurely outdoor scenes, family, and the interaction of light with objects.","['Family', 'Nature', 'Light and Shadow', 'Leisure', 'Intimacy', 'Daily Life']","{'Madame Monet': 'Madame Monet is shown in resplendent white, her figure softened by sunlight and shadow, under a billowing green parasol.', 'Her Son': 'Positioned in the background, her son is rendered softly, his gaze directed outward, anchoring the composition.'}","['parasol', 'field', 'flowers', 'sky', 'clouds']",['Impressionism'],"['Madame Monet', 'Her Son', 'parasol', 'field', 'flowers', 'sky', 'clouds']","['Impressionism', 'Brushstrokes', 'Vibrant', 'Atmospheric', 'Realism', 'Family', 'Nature', 'Light And Shadow', 'Leisure', 'Intimacy', 'Daily Life', 'Field', 'Flowers', 'Sky', 'Clouds']"
1882,Parau na te Varua ino (Words of the Devil),"Paul Gauguin (French, 1848-1903)",1892,1892.0,1892.0,Oil on canvas,NGA-944afd93-9c4a-47e4-be24-c0d2890f3ae6,"https://api.nga.gov/iiif/944afd93-9c4a-47e4-be24-c0d2890f3ae6/full/1686,/0/default.jpg","A luminous exploration of spiritual conflict in vibrant, symbolic colors.","This painting portrays two Tahitian women amidst a colorful and somewhat enigmatic landscape. The standing nude woman contemplates while covering her mouth, and the seated figure appears distressed with hands in the earth. A dark spirit hovers in the background, adding a mystical quality to the scene.","Gauguin's work is emblematic of Post-Impressionism, emphasizing bold colors, abstracted forms, and strong outlines. The colors are non-representational, serving an expressive purpose rather than a descriptive one, and the composition is flat with little depth, hinting at the influence of the cloisonnism technique, where color is contained within strong outlines.","['Post-Impressionism', 'Symbolism', 'Cloisonnism', 'Expressive', 'Non-representational Color', 'Flat Composition']","The artwork deals with themes of the spiritual and moral conflict within the human soul, as suggested by the title. There's a narrative quality exploring the indigenous Tahitian belief systems and how they intersect with the complexities of good and evil.","['Spirituality', 'Morality', 'Conflict', 'Indigenous Beliefs', 'Good and Evil', 'Narrative']","{'Standing Female Figure': 'A nude Tahitian woman stands, her hand gently covering her mouth, signaling contemplation or silence in a lush, tropical setting.', 'Seated Female Figure': 'Beside the standing woman, a seated figure in a blue dress appears troubled, with hands digging into the earth, juxtaposed against bright orange flowers.', 'Spirit Figure': ""Behind the foliage, a dark figure with red eyes lurks, symbolically representing a spirit or the 'Words of the Devil'.""}","['Orange Flowers', 'Tropical Foliage', 'Dark Green Background']","['Post-Impressionism', 'Symbolism']","['Standing Female Figure', 'Seated Female Figure', 'Spirit Figure', 'Orange Flowers', 'Tropical Foliage', 'Dark Green Background']","['Post-Impressionism', 'Symbolism', 'Expressive', 'Spirituality', 'Morality', 'Conflict', 'Narrative', 'Seated Figure']"
1778,The Dead Toreador,"Edouard Manet (French, 1832-1883)",probably 1864,1864.0,1864.0,Oil on canvas,NGA-5136b9e2-a5e9-406f-9c89-0a36c12a7f19,"https://api.nga.gov/iiif/5136b9e2-a5e9-406f-9c89-0a36c12a7f19/full/1686,/0/default.jpg",A poignant representation of life's fragility captured on canvas.,"This artwork features a lifeless toreador lying on the ground. Clad in traditional bullfighting attire, including a black jacket and white shirt, the figure's body is splayed in an unnatural, limp position. The figure's face is serene and there is a pink cloth next to him, possibly a cape.","The style is characteristic of Manet's transitional work between Realism and Impressionism. Manet employs a stark contrast between the dark clothing of the toreador and the muted background, as well as the softer tones of the pink cloth. The brushwork is both precise in detail, especially noticeable in the textures of the clothing, and loose in other areas, like the background, indicating an impressionistic influence.","['Realism', 'Impressionism', 'Transitional', 'Contrast', 'Brushwork', 'Texture']","The theme delves into the somber nature of death and the brutal reality of bullfighting. By isolating the figure against a dark, empty background, the artist focuses on the individual's mortality, stripping away the pageantry typically associated with bullfighting and confronting the viewer with its stark outcome.","['Mortality', 'Death', 'Reality', 'Bullfighting', 'Isolation', 'Solemnity']","{'toreador': 'A depiction of a fallen toreador, capturing a moment of stillness and eternal rest, dressed in the traditional bullfighting garb contrasted against a dusky backdrop.'}","['pink cloth', 'dark background']","['Realism', 'Impressionism']","['toreador', 'pink cloth', 'dark background']","['Realism', 'Impressionism', 'Contrast', 'Mortality', 'Death', 'Isolation', 'Solemnity', 'Dark Background']"
111,Carmen Gaudin,"Henri de Toulouse-Lautrec (French, 1864-1901)",1885,1885.0,1885.0,Oil on wood,NGA-bad46dd7-bc30-4517-8a0d-51ed7e867c3b,"https://api.nga.gov/iiif/bad46dd7-bc30-4517-8a0d-51ed7e867c3b/full/1686,/0/default.jpg",A pensive woman captured in expressive brushwork and shadow.,"The artwork depicts a woman, possibly seated, with a contemplative expression. Her face is highlighted, drawing attention to her features. The background is dark and done with broad, rapid brushstrokes that suggest a sense of hurried movement or the passage of time.","This painting is characterized by the Post-Impressionist style, known for its use of bold brushstrokes and vivid colors. However, this particular piece leans towards an expressionistic approach, with emotive use of paint and a focus on the portrayed individual's inner feelings rather than an accurate depiction of the physical space.","['Post-Impressionism', 'Expressionism', 'Brushwork', 'Color', 'Emotion']","The theme of the painting revolves around the intense personal expression of the subject's inner world. It captures an intimate moment that reflects the temperament or mood of the woman, embodying the essence of human experience and emotion.","['Expression', 'Contemplation', 'Mood', 'Intimacy', 'Human experience']","{'woman': 'The main subject is a woman with a reflective look, bathed in light that emphasizes her facial expression against a shadowy backdrop.'}",[],"['Post-Impressionism', 'Expressionism']",['woman'],"['Post-Impressionism', 'Expressionism', 'Emotion', 'Expression', 'Contemplation', 'Mood', 'Intimacy', 'Human Experience', 'Woman']"
488,Allegory of Love,"Possibly Titian (Venetian, 1488/1490-1576)
Italian 15th/16th Century",c. 1520/1540,1520.0,1540.0,Oil on canvas,NGA-b565a60f-1432-48c7-8ae8-009497cdbe09,"https://api.nga.gov/iiif/b565a60f-1432-48c7-8ae8-009497cdbe09/full/1686,/0/default.jpg","A sensuous depiction of intimate dialogue between a man and a woman, rooted in mythology.","The painting portrays a partially draped woman who looks out towards the viewer, while a bearded man in a red robe gazes at her, holding an open book. The setting appears to be an outdoor landscape with greenery. The interaction between these two figures, along with their costumes and the items they hold, suggests a narrative inspired by love and perhaps mythology.","This artwork's style is characteristic of the Italian Renaissance, with a focus on idealized human forms, perspective, and chiaroscuro. The artist displays an attention to detail in the texture of the fabrics and the subjects' features. The use of light and color to convey depth and the subjects' emotion reflects the techniques of the Venetian school during that time. The figures' poses and expressions are rendered with a sense of classicism.","['Italian Renaissance', 'Venetian School', 'Chiaroscuro', 'Idealization', 'Classicism', 'Texture', 'Depth']","The 'Allegory of Love' explores themes of romantic or courtly love, with symbolic elements that could suggest various interpretations of love, such as unrequited, secret, or forbidden love. The presence of a book and the woman's gaze imply a narrative or poetic subtext, pointing to intellectual as well as sensual dimensions of love.","['Love', 'Romance', 'Mythology', 'Narrative', 'Intellectual', 'Poetry', 'Sensual']","{'Bearded Man': 'A man with a beard wearing a red robe, holding an open book, symbolizing knowledge or courtship.', 'Partially Draped Woman': 'A young woman with her upper body partially exposed, representing beauty or the object of affection.'}","['Open book', 'Green drapery', 'Landscape', 'Trees']",['Renaissance'],"['Bearded Man', 'Partially Draped Woman', 'Open book', 'Green drapery', 'Landscape', 'Trees']","['Italian Renaissance', 'Venetian School', 'Chiaroscuro', 'Idealization', 'Classicism', 'Depth', 'Love', 'Romance', 'Mythology', 'Narrative', 'Open Book', 'Landscape', 'Trees', 'Renaissance']"
1205,The Battle of Love,"Paul C��zanne (French, 1839-1906)",c. 1880,1880.0,1880.0,Oil on canvas,NGA-142d053c-f747-4414-afb6-132e67fa6960,"https://api.nga.gov/iiif/142d053c-f747-4414-afb6-132e67fa6960/full/1686,/0/default.jpg","A vibrant depiction of mythical figures entangled in a dynamic, natural setting.","The artwork captures a scene of chaos and mythology, featuring several figures, likely from Greek or Roman mythology, engaged in a dynamic struggle within a forest. Both female and male figures intertwine with expressive gestures, set against a backdrop of lush greenery and a tumultuous sky.","Paul C��zanne's 'The Battle of Love' is rendered in an impressionistic style, evident by the loose brushwork, emphasis on light's changing qualities, and the use of color to shape the composition rather than strict linearity. The painting possesses a dream-like quality, with forms that are not sharply defined but rather suggested through color patches and textural strokes.","['Impressionism', 'Post-Impressionism', 'Figurative', 'Loose Brushwork', 'Color', 'Light']","This work thematically explores the complexities and turmoil of love, interpreted through the lens of mythological narrative. The interactions among the figures suggest themes of desire, struggle, and passion, common in mythological tales that deal with human emotions and gods.","['Mythology', 'Love', 'Chaos', 'Passion', 'Human Emotion', 'Struggle', 'Desire']","{'Mythological Figures': 'Various mythological figures are depicted in motion, possibly representing gods and nymphs from classical myths, interacting in a passionate and chaotic scene.'}","['Trees', 'Sky', 'Clouds', 'Grass']","['Impressionism', 'Post-Impressionism']","['Mythological Figures', 'Trees', 'Sky', 'Clouds', 'Grass']","['Impressionism', 'Post-Impressionism', 'Figurative', 'Loose Brushwork', 'Mythology', 'Love', 'Chaos', 'Human Emotion', 'Struggle', 'Trees', 'Sky', 'Clouds', 'Grass']"
484,Susanna,"Domenico Tintoretto (Venetian, 1560-1635)",c. 1580s,1580.0,1589.0,Oil on canvas,NGA-009e5284-cbd1-4034-8495-4428c83ace67,"https://api.nga.gov/iiif/009e5284-cbd1-4034-8495-4428c83ace67/full/1686,/0/default.jpg","An evocative portrayal of Susanna, blending sensuality and innocence in a lush setting.","This painting depicts the biblical story of Susanna, a woman who is confronted by two elders while bathing. A young maid is seen assisting her, pouring water from an ornate vessel. Susanna appears modest and unsuspecting of the voyeuristic elders hidden in the background, amidst the dark foliage.","The style of 'Susanna' reflects the Venetian Renaissance approach with rich colors, dramatic use of light and shadow, and a sensory depiction of textures. Tintoretto���������s use of soft flesh tones against the dark background emphasizes the vulnerability and sensuality of Susanna, while the meticulous rendering of the surroundings creates a vivid narrative ","['Renaissance', 'Venetian', 'Mannerism', 'Dramatic Lighting', 'Rich Coloration', 'Figurative']","The theme of the artwork is derived from a biblical narrative, illustrating the tale of Susanna from the Book of Daniel. It explores themes of innocence, virtue, temptation, and the voyeuristic intrusion upon Susanna���������s private m","['Biblical', 'Innocence', 'Virtue', 'Temptation', 'Voyeurism', 'Narrative']","{'Susanna': 'Susanna is depicted as an embodiment of innocence and beauty, her partially draped form exuding a gentle modesty.', 'Assisting Maid': 'The assisting maid, attending to Susanna, represents servitude and the act of caring, depicted as pouring water in a ritualistic gesture.', 'Elders': 'In the dimly lit backdrop, two elders spy on Susanna, symbolizing lecherous intrusiveness and the breach of privacy.'}","['Ornate Vessel', 'Foliage', 'Draperies', 'Jewellery', 'Water']","['Renaissance', 'Mannerism']","['Susanna', 'Assisting Maid', 'Elders', 'Ornate Vessel', 'Foliage', 'Draperies', 'Jewellery', 'Water']","['Renaissance', 'Venetian', 'Mannerism', 'Dramatic Lighting', 'Rich Coloration', 'Figurative', 'Biblical', 'Innocence', 'Virtue', 'Temptation', 'Narrative', 'Foliage', 'Draperies', 'Jewelry', 'Water']"
2236,Man with Lance Riding through the Snow,"Adolphe Schreyer (German, 1828-1899)",c. 1880,1875.0,1885.0,Oil on canvas,ARTIC-fa96ef54-c3b1-8f4d-390a-219f7bc64c4a,"https://www.artic.edu/iiif/2/fa96ef54-c3b1-8f4d-390a-219f7bc64c4a/full/1686,/0/default.jpg","A solitary rider traverses a wintry landscape, lance in hand, in this evocative scene.","The painting features a lone man atop a horse, both appearing to be in motion as they traverse a snowy terrain. The figure holds a lance, suggesting the setting could be from a historical or military context. The snow is depicted with broad, textured strokes, giving a sense of the chill and the effort required to move through it.","This painting is executed in a realist style with a romantic sensibility, which is characteristic of Adolphe Schreyer's work. The loose and expressive brushwork adds dynamism to the scene, while the muted color palette conveys the coldness of the snow-covered environment. The realistic depiction of the horse and rider is offset by the almost impressionistic treatment of the surroundings, capturing the atmosphere more than the precise details.","['Realism', 'Romanticism', 'Impressionistic', 'Expressive', 'Textured brushwork', 'Muted palette']","The theme presents a narrative of journey and endurance, as the man with the lance braves the harshness of winter. There is a sense of solitude and determination that permeates the artwork, highlighting the relationship between humans and nature as well as the historical or military undertones suggested by the lance.","['Journey', 'Endurance', 'Winter', 'Solitude', 'Nature', 'Historical', 'Military']","{'Man with Lance': 'The central figure is a man riding a horse; he is bundled in winter clothing, gripping a lance, expressing fortitude against the cold.', 'Horse': 'A well-detailed horse in motion, its coat dark against the snow, suggesting strength and resilience of both the animal and its rider.'}","['Winter landscape', 'Snow', 'Sky']","['Realism', 'Romanticism']","['Man with Lance', 'Horse', 'Winter landscape', 'Snow', 'Sky']","['Realism', 'Romanticism', 'Impressionism', 'Expressive', 'Textured Brushwork', 'Muted Palette', 'Endurance', 'Winter', 'Solitude', 'Nature', 'Historical', 'Military', 'Horse', 'Snow', 'Sky']"
