,artwork_id,title,creation_year_start,creation_year_end,medium,genre,dimension,full_image_url,display_name,last_name,birth_year,death_year,nationality,location,source,mediums,surfaces,original_url,compressed_url,thumbnail_url,intro,overview,style,style_tags,theme,theme_tags,main_objects,other_objects,movements,artist_family_name,artist_given_name,object_tags,tags,artist_display
5599,MET-f5e3d0dc-3784-41ab-bb1b-349b6be99e01,Gathering of Scholars at the Western Garden,1368.0,1911.0,Hanging scroll; ink and color on silk,Painting,"Image: 56 1/4 × 23 1/2 in. (142.9 × 59.7 cm)
Overall with mounting: 89 3/8 × 29 1/4 in. (227 × 74.3 cm)
Overall with knobs: 89 3/8 × 33 3/4 in. (227 × 85.7 cm)",https://images.metmuseum.org/CRDImages/as/original/140240.jpg,Unidentified artist,artist,,,Unknown,Unknown,MET,"['Ink', 'Color']","['Hanging scroll', 'Silk']",https://aicurator.blob.core.windows.net/artwork-images/original/MET-f5e3d0dc-3784-41ab-bb1b-349b6be99e01.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/MET-f5e3d0dc-3784-41ab-bb1b-349b6be99e01.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/MET-f5e3d0dc-3784-41ab-bb1b-349b6be99e01.jpg,A serene meeting of scholars in a lush garden setting.,"The painting depicts a group of scholars gathered in a picturesque garden. They are engaged in conversation, set amidst verdant trees and foliage. Some scholars are seated, while others stand, holding instruments and scrolls.","This artwork exemplifies the classical Chinese painting style, characterized by delicate brushwork and soft, muted colors. The composition is harmonious, with fluid lines and a gentle rendering of figures and nature. The use of space and balance creates a tranquil and contemplative atmosphere, typical of literati paintings.","['classical', 'Chinese', 'literati', 'delicate brushwork']","The central theme of the artwork is intellectual camaraderie and the pursuit of knowledge. It also reflects reverence for nature as a backdrop for scholarly activities, emphasizing harmony between humans and the natural world.","['intellectualism', 'nature', 'harmony', 'knowledge']","{'scholars': 'The scholars, dressed in flowing robes, engage in intellectual discussion. They represent wisdom and learning.', 'vegetation': ""The lush trees and foliage create an idyllic setting, symbolizing nature's beauty and tranquility.""}","['instruments', 'scrolls']","['Chinese painting', 'literati art']",,,"['scholars', 'vegetation', 'instruments', 'scrolls']","['Classical', 'Chinese', 'Literati', 'Delicate Brushwork', 'Intellectualism', 'Nature', 'Harmony', 'Knowledge', 'Scholars', 'Vegetation', 'Instruments', 'Scrolls']",Unknown
4469,MET-d831c109-6262-4add-ac95-360559f0da2d,A Courtesan and Her Lover Estranged by a Quarrel:  Page from a Rasamanjari series,1694.0,1695.0,"Opaque watercolor, ink, silver, and  gold on paper",Painting,"Overall: 8 5/8 x 12 3/4in. (21.9 x 32.4cm)
Painting within ruled lines: 6 3/4 x 11 1/4 in. (17.2 x 28.6 cm)",https://images.metmuseum.org/CRDImages/as/original/DP153147.jpg,Devidasa of Nurpur,Nurpur,1670.0,1730.0,Indian,India,MET,"['Watercolor', 'Ink', 'Gold']",['Paper'],https://aicurator.blob.core.windows.net/artwork-images/original/MET-d831c109-6262-4add-ac95-360559f0da2d.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/MET-d831c109-6262-4add-ac95-360559f0da2d.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/MET-d831c109-6262-4add-ac95-360559f0da2d.jpg,A scene of emotional estrangement unfolds in vibrant hues.,"The artwork depicts a courtesan and her lover separated by a quarrel. The courtesan sits inside a lavishly decorated terrace while the male figure stands outside, expressing detachment. The environment is richly adorned with Mughal architecture, highlighted by intricate patterns and motifs.","This piece embodies the traditional Pahari painting style, known for its intricate details and vivid colors. The composition is balanced with clear demarcations of space, emphasized through architectural framing. Delicate features and elaborate costumes showcase the artist's skill in detailed miniature painting, creating a narrative that is both intimate and visually captivating.","['Pahari', 'miniature', 'intricate', 'vibrant']","The artwork explores themes of love, misunderstanding, and emotional distance. The physical separation emphasizes the tension and longing between the courtesan and her lover, reflecting complex interpersonal dynamics.","['love', 'estrangement', 'misunderstanding']","{'courtesan': 'She is seated on a terrace, adorned in rich attire, embodying grace and contemplation.', 'lover': 'A male figure stands outside with a contemplative pose, hinting at emotional detachment.'}","['terrace', 'architecture', 'ornate motifs']",['Pahari'],Devidasa,,"['courtesan', 'lover', 'terrace', 'architecture', 'ornate motifs']","['Pahari', 'Miniature', 'Intricate', 'Vibrant', 'Love', 'Courtesan', 'Terrace', 'Architecture', 'Decorative Motifs']",Unknown
412,ARTIC-3a3cac9a-804a-b7e0-5a40-81ec0f414eeb,Flowers of the Four Seasons: Autumn,Unknown,Unknown,Hanging scrolls (Set of four),Painting,Each painting: 208.3 × 57.2 cm (82 × 22 1/2 in.); With mounting: 304.8 × 73.1 cm (120 × 28 3/4 in.),https://www.artic.edu/iiif/2/3a3cac9a-804a-b7e0-5a40-81ec0f414eeb/full/max/0/default.jpg,"Qian Chaoding (Chinese, (ca. 1605-ca. 1671))",,1605.0,1671.0,Chinese,China,ARTIC,[],['Hanging scroll'],https://aicurator.blob.core.windows.net/artwork-images/original/ARTIC-3a3cac9a-804a-b7e0-5a40-81ec0f414eeb.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/ARTIC-3a3cac9a-804a-b7e0-5a40-81ec0f414eeb.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/ARTIC-3a3cac9a-804a-b7e0-5a40-81ec0f414eeb.jpg,Delicate harmony of autumnal nature.,The artwork depicts a serene autumn scene with a peacock perched on a rocky formation surrounded by bamboo and seasonal flowers. Birds fly gracefully in the background.,"This artwork exhibits a classic Chinese painting style, utilizing minimalistic brushstrokes and a soft, earthy color palette to evoke the tranquility of nature. The composition is balanced, with careful attention to detail, especially in the depiction of the peacock’s vibrant plumage and the delicate floral elements. The vertical orientation and subtle textures contribute to a sense of depth and harmony typical in traditional East Asian scroll paintings.","['Chinese painting', 'minimalism', 'earthy tones', 'detailed']","The theme centers around the beauty and tranquility of nature during autumn, symbolizing renewal and balance. The inclusion of the peacock and the seasonal flora reflects harmony with the natural world.","['nature', 'autumn', 'harmony', 'tranquility']","{'peacock': 'A vibrant peacock stands majestically on a rock, its colorful plumage contrasting with the subtle background.', 'bamboo': 'Tall, slender bamboo stalks rise gracefully behind the peacock, adding height and texture to the scene.', 'rock': 'A rugged rock formation provides a natural pedestal for the peacock, anchoring the scene in earthly stability.', 'flowers': 'Delicate autumn flowers, with soft hues, are scattered around, adding to the seasonal atmosphere.'}",['birds'],"['Chinese traditional art', 'Asian art']",Qian,Chaoding,"['peacock', 'bamboo', 'rock', 'flowers', 'birds']","['Chinese', 'Minimalism', 'Earthy Tones', 'Detailed', 'Nature', 'Autumn', 'Harmony', 'Tranquility', 'Peacock', 'Bamboo', 'Rock', 'Flowers', 'Birds', 'Chinese Traditional', 'Asian']",Qian Chaoding
11751,TCMA-0aaffda6-21b1-459e-a940-924687cef9e2,Labrador Coast,1855.0,1865.0,oil on canvas,Painting,"{'unframed': {'height': 0.46, 'width': 0.765}}",https://openaccess-cdn.clevelandart.org/1965.234/1965.234_print.jpg,"William Bradford (American, 1823–1892)",Bradford,1823.0,1892.0,American,United States,TCMA,['Oil'],['Canvas'],https://aicurator.blob.core.windows.net/artwork-images/original/TCMA-0aaffda6-21b1-459e-a940-924687cef9e2.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/TCMA-0aaffda6-21b1-459e-a940-924687cef9e2.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/TCMA-0aaffda6-21b1-459e-a940-924687cef9e2.jpg,A dramatic coastal scene with a looming storm.,"The painting depicts a rocky shoreline under a dark, stormy sky. A sailboat is visible on the horizon, and two figures are on the beach with a dog. Huts and boats are dotted along the shore.","The artwork features dramatic contrasts and rich, muted colors typical of 19th-century American maritime painting. The brushstrokes are detailed, capturing the rugged texture of the rocks and the ominous sky. The composition creates a sense of movement and tension, with the storm clouds dominating the top of the painting, guiding the viewer's eye down to the figures on the beach. Bradford’s realistic depiction of light and shadow enhances the mood of impending weather.","['realism', 'maritime', 'dramatic', 'detailed']","The painting explores themes of nature’s power and human resilience. The approaching storm signifies nature’s unpredictability, while the figures on the beach suggest human adaptability and endurance.","['nature', 'storm', 'resilience', 'humanity']","{'shoreline': 'A rocky beach under a threatening sky, setting the stage for the coastal scene.', 'sailboat': 'A distant vessel, possibly caught in the incoming storm, symbolizing maritime life.', 'beach figures': 'Two individuals on the beach, interacting with a dog, adding a human element.', 'dog': ""A small black and white dog playing on the beach, contributing to the scene's human element.""}","['huts', 'boats', 'clouds', 'rocks']","['Hudson River School', 'Luminism']",Bradford,William,"['shoreline', 'sailboat', 'beach figures', 'dog', 'huts', 'boats', 'clouds', 'rocks']","['Realism', 'Maritime', 'Dramatic', 'Detailed', 'Nature', 'Storm', 'Resilience', 'Humanity', 'Shoreline', 'Sailboat', 'Dog', 'Huts', 'Boats', 'Clouds', 'Rocks', 'Hudson River School', 'Luminism']",Bradford William
1478,ARTIC-de060306-b5a3-5139-cad9-57e9c274d7c3,Coast of Maine,1893.0,1893.0,Oil on canvas,Painting,61 × 76.2 cm (24 × 30 in.),https://www.artic.edu/iiif/2/de060306-b5a3-5139-cad9-57e9c274d7c3/full/max/0/default.jpg,"Winslow Homer (American, 1836–1910)",,1836.0,1910.0,American,United States,ARTIC,['Oil'],['Canvas'],https://aicurator.blob.core.windows.net/artwork-images/original/ARTIC-de060306-b5a3-5139-cad9-57e9c274d7c3.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/ARTIC-de060306-b5a3-5139-cad9-57e9c274d7c3.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/ARTIC-de060306-b5a3-5139-cad9-57e9c274d7c3.jpg,"Dramatic seascape with dark, tumultuous skies.","The artwork depicts a rugged coastline, with crashing waves against rocky cliffs under a stormy sky. Driftwood lays scattered along the shore, emphasizing nature’s raw power and beauty.","The painting showcases a realistic style typical of Winslow Homer, with its dramatic use of dark colors and dynamic brushwork. The forceful application of paint captures the energy of the sea, while the earthy tones portray the harshness of the landscape. Homer's signature emphasis on mood and atmosphere is evident in the layering of stormy skies and turbulent waters, creating an intense and immersive seascape.","['realism', 'luminism', 'American landscape']","The artwork explores the power and unpredictability of nature, evoking a sense of awe and respect. It highlights the eternal struggle between the land and sea, symbolizing nature’s resilience.","['nature', 'power', 'resilience', 'conflict']","{'rocks': 'The jagged cliffs are depicted with dark, earthy colors, emphasizing the ruggedness and solidity of the coastal landscape.', 'waves': 'Powerful waves crash against the shore, captured with dynamic brushstrokes to convey movement and energy.', 'driftwood': 'Scattered pieces of driftwood add texture and emphasize the natural forces at play along the shore.'}",[],"['American realism', 'Luminism']",Homer,Winslow,"['rocks', 'waves', 'driftwood']","['Realism', 'Luminism', 'American Landscape', 'Nature', 'Power', 'Resilience', 'Conflict', 'Rocks', 'Waves', 'American Realism']",Homer Winslow
9189,MET-663a4cd0-c45a-417f-bb17-6b9431711cd5,Amusements in a Mansion,1634.0,1666.0,"Pair of six-panel folding screens; ink, color, gold, and gold leaf on paper",Painting,Each: 38 3/16 in. × 8 ft. 10 11/16 in. (97 × 271 cm),https://images.metmuseum.org/CRDImages/as/original/DP-12460-004.jpg,,,,,,,MET,"['Ink', 'Color', 'Gold', 'Gold']","['Panel', 'Folding screen', 'Paper']",https://aicurator.blob.core.windows.net/artwork-images/original/MET-663a4cd0-c45a-417f-bb17-6b9431711cd5.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/MET-663a4cd0-c45a-417f-bb17-6b9431711cd5.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/MET-663a4cd0-c45a-417f-bb17-6b9431711cd5.jpg,An intricate depiction of leisure in a luxurious setting.,"The artwork showcases a lavish assembly within a mansion, with elegantly dressed figures engaged in leisure activities. Surrounded by lush greenery and golden clouds, they enjoy music, conversation, and company. The detailed interiors and surrounding natural landscape complement the lively human interactions depicted.","This piece features intricate detailing typical of the Japanese Edo period screen paintings, marked by the use of vibrant colors, gold leaf backgrounds, and fine lines. The composition skillfully blends architectural and natural elements, emphasizing the sophistication of the depicted lifestyle. The screen format allows for a panoramic view, illustrating multiple scenes of social engagement and leisure, contributing to an overall sense of opulence and harmony.","['Edo period', 'screen painting', 'gold leaf', 'vibrant colors']","The artwork captures themes of leisure and cultural refinement, highlighting the elegance of aristocratic life. It reflects societal values focused on art, entertainment, and social gatherings during this period.","['leisure', 'aristocracy', 'cultural refinement', 'social gatherings']","{'mansion': 'A grand architectural structure serving as the central tableau for elite social and leisure activities.', 'figures': 'Elegant individuals interacting within the mansion, engaged in music, conversation, and relaxation.'}","['trees', 'clouds', 'musical instruments']",['Japanese Edo period'],,,"['mansion', 'figures', 'trees', 'clouds', 'musical instruments']","['Edo Period', 'Screen', 'Gold Leaf', 'Vibrant Colors', 'Leisure', 'Aristocracy', 'Figures', 'Trees', 'Clouds', 'Musical Instruments']",Unknown
5388,MET-5be01533-ab08-474c-b955-b44b89136682,Landscapes,1848.0,1848.0,Album of eight paintings; ink and color on paper,Painting,12 1/4 x 7 5/8 in. (31.1 x 19.4 cm),https://images.metmuseum.org/CRDImages/as/original/DP161141_CRD.jpg,Dai Xi,Xi,1801.0,1860.0,Chinese,China,MET,"['Ink', 'Color']","['Album', 'Paper']",https://aicurator.blob.core.windows.net/artwork-images/original/MET-5be01533-ab08-474c-b955-b44b89136682.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/MET-5be01533-ab08-474c-b955-b44b89136682.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/MET-5be01533-ab08-474c-b955-b44b89136682.jpg,A serene landscape of misty mountains and delicate foliage.,"The artwork depicts a peaceful landscape with rolling hills and mountain peaks in the distance, shrouded in mist. In the foreground, delicate trees and a path gently curve through the scene, providing depth and movement.","The painting exhibits a classical Chinese landscape style, characterized by soft ink washes and gentle brushstrokes, which evoke a sense of serenity and timelessness. The use of negative space emphasizes simplicity and captures the ethereal beauty of nature. This style reflects the traditional Chinese aesthetic that values harmony between humans and the natural world, often using landscapes to convey philosophical ideas.","['classical', 'Chinese', 'landscape', 'ink_wash']","The painting conveys a sense of tranquility and harmony with nature, inviting contemplation of the natural world and our place within it. It reflects traditional Chinese values of balance and peace.","['harmony', 'nature', 'tranquility']","{'hills': 'Softly rendered hills provide depth and suggest vast, serene natural surroundings.', 'trees': ""Delicate trees in the foreground add texture and direct the viewer's eye through the scene.""}",['path'],['Shanshui'],Dai,Xi,"['hills', 'trees', 'path']","['Classical', 'Chinese', 'Landscape', 'Ink Wash', 'Harmony', 'Nature', 'Tranquility', 'Hills', 'Trees', 'Path', 'Shanshui']",Dai Xi
6668,MET-ea0e0b89-e67b-4a7c-bfe2-02803f281417,Woman with a Turban Dressed as Radha,1867.0,1899.0,Ink and wash on paper,Painting,Image (sight): 13 3/8 x 8 5/8 in. (34 x 21.9 cm),https://images.metmuseum.org/CRDImages/as/original/DP166093.jpg,,,,,,,MET,['Ink'],['Paper'],https://aicurator.blob.core.windows.net/artwork-images/original/MET-ea0e0b89-e67b-4a7c-bfe2-02803f281417.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/MET-ea0e0b89-e67b-4a7c-bfe2-02803f281417.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/MET-ea0e0b89-e67b-4a7c-bfe2-02803f281417.jpg,Elegant portrait of a woman adorned in intricate jewelry.,"The artwork features a side profile of a woman with a turban, intricately dressed as Radha. Her facial features and jewelry are finely detailed, illustrating grace and elegance.","This portrait showcases a traditional Indian miniature style, characterized by fine lines and detailed adornments. The monochromatic palette enhances the delicate rendering of jewelry and facial expressions, creating a serene and composed aesthetic.","['Indian miniature', 'monochrome', 'detailed']","The portrait conveys themes of devotion and cultural heritage, reflecting Radha's association with love and spirituality in Hindu mythology.","['devotion', 'heritage', 'spirituality']","{'woman': ""The central figure is elegantly depicted, with detailed jewelry and a turban, representing Radha's grace."", 'turban': 'A beautifully patterned turban adorns her head, symbolizing cultural attire and status.'}","['earrings', 'necklace', 'bracelet']",['Indian miniature'],,,"['woman', 'turban', 'earrings', 'necklace', 'bracelet']","['Indian Miniature', 'Monochrome', 'Detailed', 'Devotion', 'Heritage', 'Spirituality', 'Woman', 'Turban', 'Earrings', 'Necklace', 'Bracelet']",Unknown
4301,MET-1ffe221f-5787-421c-b633-7ef33cff27ce,Lady in a bamboo grove,1495.0,1552.0,Hanging scroll; ink and color on silk,Painting,"Image: 49 × 17 1/2 in. (124.5 × 44.5 cm)
Overall with mounting: 9 ft. 5 1/8 in. × 25 3/8 in. (287.3 × 64.5 cm)
Overall with knobs: 9 ft. 5 1/8 in. × 29 1/2 in. (287.3 × 74.9 cm)",https://images.metmuseum.org/CRDImages/as/original/DP-16966-002.jpg,Qiu Ying,Ying,1485.0,1562.0,Chinese,China,MET,"['Ink', 'Color']","['Hanging scroll', 'Silk']",https://aicurator.blob.core.windows.net/artwork-images/original/MET-1ffe221f-5787-421c-b633-7ef33cff27ce.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/MET-1ffe221f-5787-421c-b633-7ef33cff27ce.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/MET-1ffe221f-5787-421c-b633-7ef33cff27ce.jpg,A serene lady stands amidst towering bamboo.,"The artwork depicts a graceful woman standing in a bamboo grove. She is dressed elegantly, holding a fan, and surrounded by tall, slender bamboo stalks and rocks. The background is softly muted, enhancing the peaceful atmosphere.","This piece demonstrates traditional Chinese painting techniques. There is a refined use of ink and wash that creates a calming effect. Light coloration and delicate lines emphasize elegance and grace. The composition is balanced, with vertical and horizontal elements harmonizing the scene. The use of space and depiction of natural elements reflect classical Chinese artistic values.","['traditional', 'Chinese', 'ink', 'wash', 'elegant']","The painting conveys themes of solitude and elegance, capturing the beauty of nature and the poised demeanor of the lady. It reflects harmony between humans and nature, a common motif in Chinese art.","['solitude', 'elegance', 'nature', 'harmony']","{'lady': 'The lady stands gracefully in flowing garments, holding a circular fan, exuding elegance and calm.', 'bamboo': 'Tall, slender bamboo stalks surround the lady, symbolizing strength and resilience, creating a calming backdrop.'}",['rocks'],['Chinese traditional painting'],Qiu,Ying,"['lady', 'bamboo', 'rocks']","['Traditional', 'Chinese', 'Ink', 'Wash', 'Elegant', 'Solitude', 'Elegance', 'Nature', 'Harmony', 'Lady', 'Bamboo', 'Rocks', 'Chinese Traditional']",Qiu Ying
689,ARTIC-5f575140-664b-74a0-ebdb-69823dfd7bab,Mother and Children,1869.0,1869.0,Oil on canvas,Painting,137 × 94.5 cm (54 × 37 1/4 in.),https://www.artic.edu/iiif/2/5f575140-664b-74a0-ebdb-69823dfd7bab/full/max/0/default.jpg,"Pál Szinyei Merse (Hungarian, 1854-1920)",,1854.0,1920.0,Hungarian,Hungary,ARTIC,['Oil'],['Canvas'],https://aicurator.blob.core.windows.net/artwork-images/original/ARTIC-5f575140-664b-74a0-ebdb-69823dfd7bab.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/ARTIC-5f575140-664b-74a0-ebdb-69823dfd7bab.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/ARTIC-5f575140-664b-74a0-ebdb-69823dfd7bab.jpg,A serene moment shared between a mother and her children.,"The painting depicts a mother in a tranquil field, sitting gracefully as she watches over her two children. A baby lies beside her while an older child offers flowers. In the background, a house is visible among blossoming trees.","The artwork embodies the naturalism of late 19th-century European painting, distinguished by its soft brushwork and delicate color palette. Pál Szinyei Merse uses gentle tones of greens and pastels, with attention to realistic details in fabrics and expressions, creating a harmonious scene. This composition blends precise realism with a gentle pastoral aesthetic, conveying a sense of peace and domestic bliss.","['naturalism', 'realism', 'pastoral']","The theme revolves around familial love and tranquility, capturing an intimate and tender moment between a mother and her children, set amidst the beauty of nature. It suggests themes of care, nurture, and the joys of motherhood.","['family', 'motherhood', 'tranquility']","{'mother': 'The central figure, dressed in elegant attire. Her expression is one of calm and care.', 'older child': 'A young child offering flowers, symbolizing innocence and affection.', 'baby': 'A baby resting on a blanket, symbolizing new life and continuity.'}","['house', 'trees', 'hat', 'parasol', 'blanket']",['naturalism'],Szinyei Merse,Pál,"['mother', 'older child', 'baby', 'house', 'trees', 'hat', 'parasol', 'blanket']","['Naturalism', 'Realism', 'Pastoral', 'Family', 'Motherhood', 'Tranquility', 'Mother', 'Baby', 'House', 'Trees', 'Hat', 'Parasol', 'Blanket']",Szinyei Merse Pál
