,artwork_id,title,creation_year_start,creation_year_end,medium,genre,dimension,full_image_url,display_name,last_name,birth_year,death_year,nationality,location,source,mediums,surfaces,original_url,compressed_url,thumbnail_url,intro,overview,style,style_tags,theme,theme_tags,main_objects,other_objects,movements,artist_family_name,artist_given_name,object_tags,tags,artist_display
1324,ARTIC-c4425cb6-d8b5-6390-603d-7f802406d05d,"The Seine at Port-Marly, Piles of Sand",1875.0,1875.0,Oil on canvas,Painting,54.5 × 73.7 cm (21 7/16 × 29 in.),https://www.artic.edu/iiif/2/c4425cb6-d8b5-6390-603d-7f802406d05d/full/max/0/default.jpg,"Alfred Sisley (French, 1839-1899)",,1839.0,1899.0,French,France,ARTIC,['Oil'],['Canvas'],https://aicurator.blob.core.windows.net/artwork-images/original/ARTIC-c4425cb6-d8b5-6390-603d-7f802406d05d.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/ARTIC-c4425cb6-d8b5-6390-603d-7f802406d05d.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/ARTIC-c4425cb6-d8b5-6390-603d-7f802406d05d.jpg,Serene riverside scene with boats and sand piles.,"The artwork depicts a tranquil riverside scene on the Seine at Port-Marly. Boats float gently along the water, while large piles of sand line the riverbank. Sparse foliage and distant buildings are visible under a cloudy sky.","The painting exemplifies Impressionist style with its loose brushwork and soft, muted color palette. The artist captures the reflection of light on the water and the atmospheric effects, creating a sense of movement and depth. The composition is balanced, leading the viewer's eye across the serene landscape, while the painterly technique emphasizes the momentary quality of the scene.","['Impressionism', 'landscape', 'painterly']","The artwork reflects themes of tranquility and everyday life, capturing a moment of stillness along the bustling river. It portrays the harmonious interaction between human activity and nature.","['tranquility', 'nature', 'daily life']","{'sand piles': 'Large mounds of sand line the riverbank, indicating industrial activity or construction.', 'boats': 'The boats float effortlessly on the river, suggesting transport or leisure.', 'river': 'The flowing water of the Seine reflects the sky and boats, adding motion and dynamism.'}","['buildings', 'trees', 'clouds']",['Impressionism'],Sisley,Alfred,"['sand piles', 'boats', 'river', 'buildings', 'trees', 'clouds']","['Impressionism', 'Landscape', 'Painterly', 'Tranquility', 'Nature', 'Daily Life', 'Boats', 'River', 'Buildings', 'Trees', 'Clouds']",Sisley Alfred
5352,MET-907b8043-edbc-45ad-998d-eaa1faf41285,Landscape,1699.0,1699.0,Folding fan mounted as an album leaf; ink and color on gold-flecked paper,Painting,6 7/8 x 17 1/2 in. (17.5 x 44.5 cm),https://images.metmuseum.org/CRDImages/as/original/DP153893.jpg,Shitao (Zhu Ruoji),Ruoji),1642.0,1707.0,Chinese,China,MET,"['Ink', 'Color', 'Gold']","['Fan', 'Album', 'Paper']",https://aicurator.blob.core.windows.net/artwork-images/original/MET-907b8043-edbc-45ad-998d-eaa1faf41285.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/MET-907b8043-edbc-45ad-998d-eaa1faf41285.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/MET-907b8043-edbc-45ad-998d-eaa1faf41285.jpg,A serene landscape unfolds across a delicate fan shape.,"The artwork depicts a tranquil mountain landscape with traditional Chinese architecture nestled among the trees. The composition is meticulously arranged, featuring undulating mountains and pine trees that convey a sense of harmony with nature.","The painting is executed in a classic Chinese ink wash style, characterized by fluid brushstrokes and a monochromatic palette. The use of delicate lines and varying ink densities creates depth and texture, emulating the intricate details of nature. The fan shape adds a unique compositional challenge that the artist ably overcomes, crafting a scene that feels expansive yet detailed.","['Chinese painting', 'ink wash', 'traditional', 'landscape']","The artwork reflects themes of harmony and the natural beauty of the landscape, typical of Chinese literati paintings. It invites contemplation and appreciation of nature's tranquil beauty.","['nature', 'harmony', 'tranquility']","{'mountains': 'The backdrop features soft, undulating mountains, creating a sense of depth and grandeur.', 'trees': 'Delicate pine trees are interspersed throughout, adding texture and contributing to the serene atmosphere.', 'architecture': 'Traditional buildings are nestled harmoniously within the landscape, suggesting human coexistence with nature.'}",[],['Chinese literati'],Zhu,Ruoji,"['mountains', 'trees', 'architecture']","['Chinese', 'Ink Wash', 'Traditional', 'Landscape', 'Nature', 'Harmony', 'Tranquility', 'Mountains', 'Trees', 'Architecture', 'Chinese Literati']",Zhu Ruoji
5362,MET-ea45bc06-7b1d-46fe-866d-5b3990a81328,Landscape in the Style of Ni Zan,1715.0,1911.0,Folding fan mounted as an album leaf; ink on paper,Painting,6 1/2 x 19 1/2 in. (16.5 x 49.5 cm),https://images.metmuseum.org/CRDImages/as/original/DP153894.jpg,Unidentified artist,artist,,,Unknown,Unknown,MET,['Ink'],"['Fan', 'Album', 'Paper']",https://aicurator.blob.core.windows.net/artwork-images/original/MET-ea45bc06-7b1d-46fe-866d-5b3990a81328.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/MET-ea45bc06-7b1d-46fe-866d-5b3990a81328.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/MET-ea45bc06-7b1d-46fe-866d-5b3990a81328.jpg,Serene landscape painted in a fan shape.,"The artwork portrays a tranquil landscape with mountains, trees, and a distant building, elegantly rendered in a fan shape. Delicate brushstrokes define the features.","This painting is influenced by classical Chinese landscape art, specifically the style of Ni Zan, known for its simplicity and monochrome ink washes. The artist uses refined brushstrokes in a limited color palette to convey depth and texture, creating a serene and contemplative atmosphere that embraces the 'less is more' philosophy. The fan shape adds an aesthetic dimension, guiding the viewer's gaze across the painted scene.","['Chinese landscape', 'monochrome', 'ink wash', 'classical']","The artwork embodies tranquility and reflection, capturing nature’s simplicity and the peaceful coexistence of man-made structures within the landscape.","['tranquility', 'nature', 'harmony', 'simplicity']","{'mountains': 'Delicately painted with soft brushstrokes, the mountains form the distant backdrop and emphasize natural harmony.', 'trees': 'Clustered with intricate detailing, the trees add vertical movement and life to the scene.', 'building': 'A single, small structure nestled peacefully among trees, suggesting human presence within nature.'}",[],['Chinese classical'],,,"['mountains', 'trees', 'building']","['Chinese Landscape', 'Monochrome', 'Ink Wash', 'Classical', 'Tranquility', 'Nature', 'Harmony', 'Simplicity', 'Mountains', 'Trees', 'Building', 'Chinese Classical']",Unknown
10780,TCMA-7b7bd7a4-0629-4f6b-8e2d-d99f98cd6608,Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 17,1200.0,1299.0,"Album, ink on paper",Painting,"{'sheet': {'height': 0.341, 'width': 0.383}, 'painting': {'height': 0.342, 'width': 0.384}}",https://openaccess-cdn.clevelandart.org/2004.1.17/2004.1.17_print.jpg,,,,,,,TCMA,['Ink'],"['Album', 'Paper']",https://aicurator.blob.core.windows.net/artwork-images/original/TCMA-7b7bd7a4-0629-4f6b-8e2d-d99f98cd6608.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/TCMA-7b7bd7a4-0629-4f6b-8e2d-d99f98cd6608.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/TCMA-7b7bd7a4-0629-4f6b-8e2d-d99f98cd6608.jpg,Ethereal divine procession unfurls in delicate lines.,"The artwork depicts a serene procession of Daoist deities, elegantly illustrated against a backdrop of swirling clouds. The figures, adorned in traditional robes, exude a sense of calm and divinity as they traverse the celestial scene.","The style is characterized by fine, delicate linework, typical of traditional Chinese ink drawings. The minimalistic approach focuses on fluid contours and subtle detailing, emphasizing the ethereal and harmonious nature of the scene. The use of negative space enhances the airy quality, allowing the figures to seem as if they are floating amidst the clouds. This style captures the essence of spiritual transcendence, a significant aspect of Daoist themes.","['traditional', 'Chinese', 'ink', 'minimalistic', 'delicate']","The artwork explores themes of spirituality and transcendence, portraying a divine journey through the heavens. It embodies Daoist beliefs in harmony with nature and the celestial realm.","['spirituality', 'transcendence', 'harmony', 'nature', 'celestial']","{'Daoist deity 1': 'A deity in flowing robes, expressing calmness, is central to the composition, symbolizing divine presence.', 'Daoist deity 2': 'Another deity, similarly attired, adds to the procession, embodying the harmonious journey.', 'Clouds': 'Swirling clouds create an ethereal backdrop, emphasizing the celestial theme and divine atmosphere.'}",[],"['Daoism', 'Chinese Traditional Art']",,,"['Daoist deity 1', 'Daoist deity 2', 'Clouds']","['Traditional', 'Chinese', 'Ink', 'Minimalistic', 'Delicate', 'Spirituality', 'Transcendence', 'Harmony', 'Nature', 'Celestial', 'Clouds', 'Daoism', 'Chinese Traditional']",Unknown
1265,ARTIC-bb1a0453-7921-1edb-3128-5d8bed7d5a9f,A Poem from the Shin Kokinshu with Design of Shinobugusa (Moss Fern),1605.0,1610.0,"Fragment of a handscroll mounted as a hanging scroll; ink, gold, silver-colored pigment, and mica on paper",Painting,33.6 × 44.5 cm (13 1/4 × 17 1/2 in.); With mounting: 121.6 × 57.5 cm (47 7/8 × 22 5/8 in.); Including lower roller: H.: 62.9 cm (24 3/4 in.),https://www.artic.edu/iiif/2/bb1a0453-7921-1edb-3128-5d8bed7d5a9f/full/max/0/default.jpg,"Hon'ami Kōetsu (Japanese, 1558-1637)",,1558.0,1637.0,Japanese,Japan,ARTIC,"['Ink', 'Gold']","['Handscroll', 'Hanging scroll', 'Paper']",https://aicurator.blob.core.windows.net/artwork-images/original/ARTIC-bb1a0453-7921-1edb-3128-5d8bed7d5a9f.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/ARTIC-bb1a0453-7921-1edb-3128-5d8bed7d5a9f.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/ARTIC-bb1a0453-7921-1edb-3128-5d8bed7d5a9f.jpg,A harmonious blend of poetry and nature.,"The artwork features elegant Japanese calligraphy overlaid on a subtle depiction of moss ferns. The calligraphy is fluid, flowing vertically across the delicate imagery of the plant life, creating a serene and balanced composition.","This piece combines traditional Japanese calligraphy with gentle botanical illustration. The brushstrokes in the calligraphy are confident and fluid, reflecting the elegance and precision of Japanese script. The use of muted, earthy tones for the moss fern design complements the black ink, enhancing the composition’s natural and harmonious aesthetic. The negative space and minimalism typical of Japanese art allow the elements to breathe and interact, creating a tranquil visual experience.","['Japanese calligraphy', 'minimalism', 'botanical illustration']",The artwork evokes a sense of tranquility and connection with nature. It reflects the Japanese appreciation for simplicity and the beauty found in natural forms. The pairing of poetry with botanical elements suggests a meditative reflection on life and nature.,"['nature', 'tranquility', 'simplicity', 'meditation']","{'calligraphy': 'Fluid and elegant Japanese script flowing vertically, adding a poetic dimension to the artwork.', 'moss ferns': 'Delicate illustrations of ferns in a subtle palette, symbolizing nature and harmony.'}",[],"['Edo period art', 'Japanese calligraphy']",Hon'ami,Kōetsu,"['calligraphy', 'moss ferns']","['Japanese Calligraphy', 'Minimalism', 'Nature', 'Tranquility', 'Simplicity', 'Meditation', 'Calligraphy', 'Edo Period']",Hon'ami Kōetsu
11416,TCMA-d0a909da-8d75-4bc1-b124-b178f3093427,Palace Ladies,1644.0,1911.0,"handscroll, ink and color on silk",Painting,"{'overall': {'height': 0.362, 'width': 4.544}}",https://openaccess-cdn.clevelandart.org/1954.369/1954.369_print.jpg,"Qiu Ying (Chinese, 1494–1552)",Ying,1494.0,1552.0,Chinese,China,TCMA,"['Ink', 'Color']","['Handscroll', 'Silk']",https://aicurator.blob.core.windows.net/artwork-images/original/TCMA-d0a909da-8d75-4bc1-b124-b178f3093427.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/TCMA-d0a909da-8d75-4bc1-b124-b178f3093427.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/TCMA-d0a909da-8d75-4bc1-b124-b178f3093427.jpg,Elegant ladies engage in leisurely palace activities.,"The artwork depicts a group of elegantly dressed women within a palatial setting, engaging in various leisurely activities. The scene includes architectural elements, foliage, and figures in dynamic poses, suggesting a narrative of court life.","This piece exemplifies meticulous brushwork and vibrant colors characteristic of the Ming Dynasty. The composition is detailed, with a harmonious blend of line and color to highlight the elegance and dynamism of the figures. The scroll format allows for an expansive scene, providing a continuous narrative flow. The style emphasizes grace and refinement, reflecting the opulence of court life.","['Ming Dynasty', 'scroll painting', 'detailed', 'vibrant']","The artwork reflects themes of elegance, leisure, and the cultural richness of courtly life in the Ming Dynasty, demonstrating the sophistication and lifestyle of noble women during this period.","['elegance', 'leisure', 'court life', 'Ming Dynasty']","{'ladies': 'The elegantly dressed women are depicted in various poses and activities, representing courtly grace and leisure.', 'palace architecture': 'Detailed architectural elements, including columns and stairs, frame the scene, adding depth and context.', 'foliage': 'Lush greenery surrounds the scene, contributing to the tranquil atmosphere and linking the figures to nature.'}","['furnishings', 'musical instruments', 'decorative elements']","['Chinese painting', 'Ming Dynasty art']",Qiu,Ying,"['ladies', 'palace architecture', 'foliage', 'furnishings', 'musical instruments', 'decorative elements']","['Ming Dynasty', 'Scroll', 'Detailed', 'Vibrant', 'Elegance', 'Leisure', 'Court Life', 'Foliage', 'Furnishings', 'Musical Instruments', 'Decorative Elements', 'Chinese']",Qiu Ying
9758,TCMA-c9b9d4c2-14a1-4a4f-86dd-982616a1180e,"Triptych with The Lamentation of Christ (center), St. Barbara (left wing), St. Catherine of Alexandria (right wing), The Annunciation (reverse wings)",1495.0,1505.0,Center: oil on poplar; Wings: oil and gold leaf on poplar panel,Painting,"{'center': {'height': 0.457, 'width': 0.33}, 'wings': {'height': 0.51, 'width': 0.159}}",https://openaccess-cdn.clevelandart.org/2022.86/2022.86_print.jpg,"Master of the Krainburg Altar (Austrian, active c. 1485–1510)",Altar,1470.0,1570.0,Austrian,Austria,TCMA,"['Oil', 'Oil', 'Gold']",['Panel'],https://aicurator.blob.core.windows.net/artwork-images/original/TCMA-c9b9d4c2-14a1-4a4f-86dd-982616a1180e.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/TCMA-c9b9d4c2-14a1-4a4f-86dd-982616a1180e.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/TCMA-c9b9d4c2-14a1-4a4f-86dd-982616a1180e.jpg,A poignant medieval triptych depicting sacred Christian scenes.,"The central panel portrays The Lamentation of Christ with mourners gathered. The left wing features St. Barbara holding a tower, signifying her martyrdom. The right wing shows St. Catherine of Alexandria with a sword and wheel. Both reverse wings display The Annunciation in muted tones, highlighting the Virgin Mary and Archangel Gabriel.","This artwork showcases the Late Gothic style, characterized by detailed, expressive figures and rich, symbolic iconography. The ornate gold backgrounds and intricate garment details highlight the artist's craftsmanship. The triptych format allows for a narrative unfolding across the panels, enhancing the storytelling aspect. The lush landscapes and architectural elements reflect a blend of naturalism and stylization typical of this period.","['Late Gothic', 'medieval', 'ornate', 'symbolic']","The artwork explores themes of devotion, martyrdom, and divine announcements. It emphasizes the solemnity of Christ's mourning, the valor of martyrs, and the divine intervention in human affairs.","['devotion', 'martyrdom', 'divine', 'mourning']","{'Christ': 'Central figure, depicted as lifeless in the arms of mourners, symbolizing sacrifice and sorrow.', 'St. Barbara': 'Left wing figure, holding a tower, symbolizing strength and martyrdom.', 'St. Catherine': 'Right wing figure, holding a sword and wheel, symbolizing her martyrdom.', 'Cross': ""Central background, denoting the crucifixion's significance in the central panel.""}","['landscape', 'cityscape', 'garments']",['Gothic'],Master of the Krainburg Altar,,"['Christ', 'St. Barbara', 'St. Catherine', 'Cross', 'landscape', 'cityscape', 'garments']","['Medieval', 'Ornate', 'Symbolic', 'Devotion', 'Martyrdom', 'Divine', 'Mourning', 'Christ', 'Saint Barbara', 'Cross', 'Landscape', 'Cityscape', 'Garments', 'Gothic']",Unknown
1677,ARTIC-faf8ce32-879b-5a00-e33a-2e8b10cca9bb,"Painted Banner (Thangka) from a Set of Seven Honoring Gayadhara, a Sakya Pandit from India",1800.0,1900.0,Pigment on cloth,Painting,Image: 42 × 30 cm (16 9/16 × 11 13/16 in.); Overall: 107.5 × 62.5 cm (42 3/8 × 24 5/8 in.),https://www.artic.edu/iiif/2/faf8ce32-879b-5a00-e33a-2e8b10cca9bb/full/max/0/default.jpg,Tibet,,,,Tibetan,Tibet,ARTIC,[],['Cloth'],https://aicurator.blob.core.windows.net/artwork-images/original/ARTIC-faf8ce32-879b-5a00-e33a-2e8b10cca9bb.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/ARTIC-faf8ce32-879b-5a00-e33a-2e8b10cca9bb.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/ARTIC-faf8ce32-879b-5a00-e33a-2e8b10cca9bb.jpg,A vivid Tibetan thangka depicting spiritual figures and symbolism.,"The artwork features a central figure accompanied by deities and mythical creatures, set amidst lush greenery and clouds. Intricate details and vibrant colors enhance the narrative of divine presence.","The thangka displays traditional Tibetan art characterized by its intricate details and vibrant hues. The use of bold colors alongside softer pastels creates a dynamic contrast, while delicate line work and detailed patterns exhibit precision, emphasizing the spiritual themes. The balanced composition, with figures placed amid clouds and flora, adds depth to the scene, reflecting the unique fusion of mystical and terrestrial elements typical of Tibetan sacred art.","['Tibetan', 'Thangka', 'Intricate', 'Vibrant']","The artwork reflects spiritual reverence, cultural legacy, and the connection between divinity and nature. It honors the teachings and influence of revered spiritual leaders.","['Spirituality', 'Cultural heritage', 'Divinity', 'Nature']","{'central_figure': 'A prominent figure dressed in traditional garments, symbolizing spiritual authority and enlightenment.', 'tiger': 'A gracefully painted tiger, representing strength and protection within the spiritual narrative.', 'deities': 'Colorful deities, each intricately detailed, embody divine aspects and protection.'}","['clouds', 'trees', 'disciples']",['Tibetan Art'],,,"['central_figure', 'tiger', 'deities', 'clouds', 'trees', 'disciples']","['Tibetan', 'Thangka', 'Intricate', 'Vibrant', 'Spirituality', 'Cultural Heritage', 'Divinity', 'Nature', 'Central_Figure', 'Tiger', 'Deities', 'Clouds', 'Trees', 'Disciples']",Unknown
5264,MET-692fdd65-1969-49bd-8a72-455bb509ac11,Mountain Scenery,1804.0,1871.0,Hanging scroll; ink and color on silk,Painting,"Image: 37 13/16 in. × 14 in. (96 × 35.5 cm)
Overall with mounting: 57 7/8 × 18 1/2 in. (147 × 47 cm)
Overall with knobs: 57 7/8 × 20 11/16 in. (147 × 52.5 cm)",https://images.metmuseum.org/CRDImages/as/original/LC-36_100_83_jps-011.jpg,Senkaku Toshu,Toshu,1804.0,1871.0,Japanese,Japan,MET,"['Ink', 'Color']","['Hanging scroll', 'Silk']",https://aicurator.blob.core.windows.net/artwork-images/original/MET-692fdd65-1969-49bd-8a72-455bb509ac11.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/MET-692fdd65-1969-49bd-8a72-455bb509ac11.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/MET-692fdd65-1969-49bd-8a72-455bb509ac11.jpg,A serene depiction of majestic mountains and flowing waterfalls.,"This artwork showcases a mountainous landscape with cascading waterfalls. The towering peaks are depicted with meticulous detail, enveloped in a gentle mist. A traditional building nestles among the trees, blending harmoniously with the natural scenery.","The artwork employs delicate brushwork and a muted color palette, emphasizing the tranquil nature of the scene. The detailed rendering of the mountains and trees, along with the soft, atmospheric clouds, reflects traditional East Asian landscape painting. The use of vertical scroll format enhances the grandeur and height of the mountains. The careful composition guides the viewer’s eye from the peaks to the waterfall, creating a harmonious balance between nature and human presence.","['traditional', 'landscape', 'East Asian', 'scroll', 'delicate brushwork']","The theme centers on harmony between humanity and nature, emphasizing the natural beauty and serenity of the landscape. The placement of a lone building underscores human humility and coexistence within vast natural surroundings.","['harmony', 'nature', 'tranquility', 'coexistence']","{'mountains': 'Towering and rugged, depicted with intricate lines capturing their majesty and timelessness.', 'waterfalls': 'Gracefully cascading from the mountains, symbolizing movement and life within the landscape.', 'traditional building': ""Tucked into the landscape, represents humanity's blending and harmony with the natural world.""}","['trees', 'mist']","['Shan Shui', 'Ink Wash Painting']",Toshu,Senkaku,"['mountains', 'waterfalls', 'traditional building', 'trees', 'mist']","['Traditional', 'Landscape', 'East Asian', 'Scroll', 'Delicate Brushwork', 'Harmony', 'Nature', 'Tranquility', 'Coexistence', 'Mountains', 'Waterfalls', 'Traditional Architecture', 'Trees', 'Mist', 'Shan Shui', 'Ink Wash']",Toshu Senkaku
9662,TCMA-3b902501-a0e6-424d-8a31-d6c70ecb7b8f,"Tall Bamboo and Distant Mountains, after Wang Meng",1694.0,1694.0,Hanging scroll; ink on paper,Painting,"{'painting': {'height': 0.796, 'width': 0.394}, 'overall': {'height': 2.158, 'width': 0.52}, 'overall with knobs': {'height': 2.158, 'width': 0.616}}",https://openaccess-cdn.clevelandart.org/1953.629/1953.629_print.jpg,"Wang Hui (Chinese, 1632–1717)",Hui,1632.0,1717.0,Chinese,China,TCMA,['Ink'],"['Hanging scroll', 'Paper']",https://aicurator.blob.core.windows.net/artwork-images/original/TCMA-3b902501-a0e6-424d-8a31-d6c70ecb7b8f.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/TCMA-3b902501-a0e6-424d-8a31-d6c70ecb7b8f.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/TCMA-3b902501-a0e6-424d-8a31-d6c70ecb7b8f.jpg,A serene depiction of nature with bamboo and mountains.,"The artwork features tall bamboo in the foreground with distant, softly rendered mountains. There's a sense of tranquility and expansiveness, enhanced by the gentle brushwork and monochromatic palette. A small pavilion nestles among the trees.","This ink painting exemplifies traditional Chinese landscape art, characterized by delicate, fluid brushstrokes. The monochrome color scheme emphasizes simplicity and the subtle gradient creates depth. The composition leads the viewer’s eye from the detailed foreground to the distant mountains, evoking a harmonious balance.","['traditional', 'monochrome', 'landscape', 'fluid', 'delicate']","The theme explores the harmony between humanity and nature. The calm, flowing lines and serene landscape suggest a deep connection with and reverence for the natural world.","['nature', 'harmony', 'serenity', 'balance']","{'bamboo': 'Tall and slender, the bamboo stands upright, symbolizing resilience and grace as it sways gently.', 'mountains': 'Softly rendered, these distant mountains create a backdrop that suggests vastness and eternity.'}","['pavilion', 'trees']",['Chinese landscape painting'],Wang,Hui,"['bamboo', 'mountains', 'pavilion', 'trees']","['Traditional', 'Monochrome', 'Landscape', 'Fluid', 'Delicate', 'Nature', 'Harmony', 'Serenity', 'Balance', 'Bamboo', 'Mountains', 'Pavilion', 'Trees', 'Chinese Landscape']",Wang Hui
