,artwork_id,title,creation_year_start,creation_year_end,medium,genre,dimension,full_image_url,display_name,last_name,birth_year,death_year,nationality,location,source,mediums,surfaces,original_url,compressed_url,thumbnail_url,intro,overview,style,style_tags,theme,theme_tags,main_objects,other_objects,movements,artist_family_name,artist_given_name,object_tags,tags,artist_display
5199,MET-dc25ffb1-b452-4682-91c1-4418857f4c9e,Playing the zither for a crane,1500.0,1599.0,Hanging scroll; ink and color on paper,Painting,"Image: 40 5/8 x 19 5/8 in. (103.2 x 49.8 cm)
Overall with mounting: 98 1/2 x 25 3/4 in. (250.2 x 65.4 cm)
Overall with rollers: 98 1/2 x 29 1/2 in. (250.2 x 74.9 cm)",https://images.metmuseum.org/CRDImages/as/original/DP350720.jpg,Unidentified artist,artist,,,Unknown,Unknown,MET,"['Ink', 'Color']","['Hanging scroll', 'Paper']",https://aicurator.blob.core.windows.net/artwork-images/original/MET-dc25ffb1-b452-4682-91c1-4418857f4c9e.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/MET-dc25ffb1-b452-4682-91c1-4418857f4c9e.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/MET-dc25ffb1-b452-4682-91c1-4418857f4c9e.jpg,A tranquil scene of musical harmony in a serene landscape.,"This artwork depicts a peaceful setting where a figure plays a zither in a pavilion amidst a garden landscape. A crane stands nearby, seemingly listening to the melody. The scene is surrounded by lush trees and shrubs, with pathways and traditional architecture visible in the background.","The artwork reflects traditional East Asian painting techniques, characterized by delicate, detailed line work and soft, muted colors. The composition emphasizes harmony with nature, using a vertical format that balances the human and natural elements. The use of negative space enhances the serene atmosphere, while the intricate patterns in the foliage showcase meticulous craftsmanship.","['East Asian', 'traditional', 'landscape', 'detailed']",The theme centers around harmony and connection between humans and nature. The serene interaction between the zither player and the crane suggests peaceful coexistence and appreciation of the natural world.,"['harmony', 'nature', 'music', 'serenity']","{'zither': ""A traditional string instrument played by a seated figure, central to the artwork's theme of music."", 'crane': 'A majestic bird standing near the zither player, symbolizing grace and peace within the scene.', 'pavilion': 'A small, open structure where the zither player sits, providing a focal point in the composition.', 'trees': 'Tall and lush, framing the scene with delicate, detailed leaves, enhancing the natural setting.'}","['shrubs', 'pathways', 'traditional architecture']","['Chinese painting', 'landscape art']",,,"['zither', 'crane', 'pavilion', 'trees', 'shrubs', 'pathways', 'traditional architecture']","['East Asian', 'Traditional', 'Landscape', 'Detailed', 'Harmony', 'Nature', 'Music', 'Serenity', 'Crane', 'Pavilion', 'Trees', 'Shrubs', 'Pathways', 'Traditional Architecture', 'Chinese']",Unknown
11572,TCMA-2dc4019b-4d13-492a-ac49-3fe86fdbf2a7,Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 24,1200.0,1299.0,"Album, ink on paper",Painting,"{'sheet': {'height': 0.341, 'width': 0.384}, 'painting': {'height': 0.341, 'width': 0.383}}",https://openaccess-cdn.clevelandart.org/2004.1.24/2004.1.24_print.jpg,,,,,,,TCMA,['Ink'],"['Album', 'Paper']",https://aicurator.blob.core.windows.net/artwork-images/original/TCMA-2dc4019b-4d13-492a-ac49-3fe86fdbf2a7.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/TCMA-2dc4019b-4d13-492a-ac49-3fe86fdbf2a7.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/TCMA-2dc4019b-4d13-492a-ac49-3fe86fdbf2a7.jpg,Elegant depiction of celestial Daoist procession.,"This artwork depicts a procession of Daoist deities walking amidst swirling clouds. The figures are exquisitely detailed, each holding a scroll and adorned with flowing robes and ornate headdresses.","The artwork features delicate, fine linework typical of classical East Asian drawing styles. The monochrome palette enhances the ethereal and mythical atmosphere, emphasizing the spiritual nature of the scene. The use of negative space and detailed rendering of robes and clouds highlights the movement and grace of the deities.","['line drawing', 'monochrome', 'East Asian', 'classical']","The artwork explores spiritual themes, representing the harmony and divine nature of Daoist deities within the cosmos, conveying a sense of peace and transcendence.","['spirituality', 'Daoism', 'divinity', 'transcendence']","{'deities': 'The deities are central, depicted in dynamic poses, adorned with intricate garments and headpieces, conveying divinity and authority.', 'clouds': 'Swirling clouds fill the scene, adding movement and an ethereal quality, symbolizing the celestial realm.'}",['scrolls'],"['Daoist art', 'Chinese traditional']",,,"['deities', 'clouds', 'scrolls']","['Line Drawing', 'Monochrome', 'East Asian', 'Classical', 'Spirituality', 'Daoism', 'Divinity', 'Transcendence', 'Deities', 'Clouds', 'Scrolls', 'Daoist', 'Chinese Traditional']",Unknown
10860,TCMA-0d4a0245-9d74-4fc2-9c06-4d583ec91ab6,"The guard spares the life of the slave when he learns that he is the son of the princess of the Rum, from a Tuti-nama (Tales of a Parrot): Fiftieth Night",1555.0,1565.0,"gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.203, 'width': 0.14}, 'painting only': {'height': 0.079, 'width': 0.1}}",https://openaccess-cdn.clevelandart.org/1962.279.321.b/1962.279.321.b_print.jpg,,,,,,,TCMA,"['Tempera', 'Ink', 'Gold']",['Paper'],https://aicurator.blob.core.windows.net/artwork-images/original/TCMA-0d4a0245-9d74-4fc2-9c06-4d583ec91ab6.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/TCMA-0d4a0245-9d74-4fc2-9c06-4d583ec91ab6.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/TCMA-0d4a0245-9d74-4fc2-9c06-4d583ec91ab6.jpg,A dramatic scene of compassion and revelations.,"This artwork depicts a pivotal moment where a guard, initially poised to execute a slave, is seen staying his hand upon discovering the slave's noble lineage. The rich colors and intricate details emphasize the high tension and emotional intensity of the scene.","The artwork features the intricate detailing and rich, vibrant color palette typical of Persian miniature painting. The expressive facial features and dynamic poses of the figures are emphasized by the use of delicate brushstrokes. The scene is framed within a rectangular border, drawing focus to the central figures and heightening the intimate and dramatic nature of the narrative. The artistic style enhances the emotional gravity of this climactic moment within the story.","['Persian miniature', 'intricate', 'vibrant colors', 'narrative']","The theme of the artwork revolves around mercy, fate, and the revelation of true identity, exploring how destiny can alter the course of one's life when the truth is unveiled.","['mercy', 'identity', 'fate', 'revelation']","{'guard': 'The guard, depicted with vibrant attire, holds a sword but refrains from striking, embodying conflict and restraint.', 'slave': 'The slave, dressed simply, appears vulnerable yet composed, symbolizing innocence and hidden nobility.'}","['sword', 'pillars', 'door']",['Persian miniature'],,,"['guard', 'slave', 'sword', 'pillars', 'door']","['Persian Miniature', 'Intricate', 'Vibrant Colors', 'Narrative', 'Mercy', 'Fate', 'Revelation', 'Guards', 'Sword', 'Pillars', 'Door']",Unknown
5611,MET-b5c6ff16-e8ad-4669-8470-96038b09c417,Sage Floating on Lotus Leaf,1368.0,1911.0,Album leaf; ink on silk,Painting,11 x 8 5/8 in. (27.9 x 21.9 cm),https://images.metmuseum.org/CRDImages/as/original/DP154402.jpg,Unidentified artist,artist,,,Unknown,Unknown,MET,['Ink'],"['Album', 'Silk']",https://aicurator.blob.core.windows.net/artwork-images/original/MET-b5c6ff16-e8ad-4669-8470-96038b09c417.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/MET-b5c6ff16-e8ad-4669-8470-96038b09c417.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/MET-b5c6ff16-e8ad-4669-8470-96038b09c417.jpg,A serene sage drifts upon a lotus leaf.,"The artwork depicts a wise sage peacefully seated on a giant lotus leaf, gently floating on the waves. The sage's robe flows gracefully, and his expression conveys contemplation amidst his tranquil journey.","The delicate brushstrokes and monochromatic color palette reflect traditional ink painting techniques, creating an ethereal atmosphere. The minimalist composition emphasizes fluidity and grace, typical of Chinese landscape art, enhancing the artwork’s serene and meditative quality.","['Traditional', 'Ink', 'Minimalist']","The painting embodies tranquility and the pursuit of wisdom, portraying a harmonious blend of nature and spirituality typical in Eastern philosophical representations.","['Tranquility', 'Wisdom', 'Nature', 'Spirituality']","{'sage': 'The sage is depicted with an air of wisdom and calm, seated on the lotus leaf. His flowing robes and contemplative demeanor represent enlightenment.', 'lotus_leaf': 'A large lotus leaf serves as a raft for the sage. It symbolizes purity, serenity, and is intricately detailed to show movement amid waves.'}",['waves'],"['Chinese landscape painting', 'Traditional ink painting']",,,"['sage', 'lotus_leaf', 'waves']","['Traditional', 'Ink', 'Minimalist', 'Tranquility', 'Wisdom', 'Nature', 'Spirituality', 'Sage', 'Lotus_Leaves', 'Waves', 'Chinese Landscape']",Unknown
6624,MET-66014476-148c-4879-adad-df1a824ba511,Waves and Rocks,1867.0,1891.0,Fan painting mounted as album leaf; tempera on paper,Painting,"Overall: 13 x 23 5/8 in. (33 x 60 cm)
Image: 7 1/2 x 20 5/8 in. (19.1 x 52.4 cm)",https://images.metmuseum.org/CRDImages/as/original/DP205582.jpg,Shibata Zeshin,Zeshin,1807.0,1891.0,Japanese,Japan,MET,['Tempera'],"['Fan', 'Album', 'Paper']",https://aicurator.blob.core.windows.net/artwork-images/original/MET-66014476-148c-4879-adad-df1a824ba511.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/MET-66014476-148c-4879-adad-df1a824ba511.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/MET-66014476-148c-4879-adad-df1a824ba511.jpg,A harmonious blend of nature and subtle textures.,"This artwork depicts a serene scene of waves and rocks, artfully arranged on a delicate, fan-shaped format. The waves flow gently over textured rocks, surrounded by a softly speckled background.","The artwork incorporates subtle brushwork with restrained color use, reflecting traditional Japanese aesthetics. The minimalistic approach emphasizes simplicity and the beauty of nature, while the artwork's fan shape adds elegance and a sense of movement to the scene.","['Japanese art', 'minimalism', 'traditional', 'elegant']","The theme centers on the harmony between nature's elements, emphasizing tranquility and the enduring strength of the natural world.","['nature', 'harmony', 'tranquility', 'endurance']","{'waves': 'Gentle waves sweep over the rocks, depicted with soft, swirling brushstrokes that convey motion and calmness.', 'rocks': 'The rocks are rugged and textured, symbolizing permanence amidst the flowing waves.'}",[],['Nihonga'],Shibata,Zeshin,"['waves', 'rocks']","['Japanese', 'Minimalism', 'Traditional', 'Elegant', 'Nature', 'Harmony', 'Tranquility', 'Endurance', 'Waves', 'Rocks', 'Nihonga']",Shibata Zeshin
12187,TCMA-b025f618-8fe4-42a0-832d-d1f75f8d2dbb,"Megha-Nada (Indrajit, Son of Radha)",1875.0,1905.0,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'painting only': {'height': 0.455, 'width': 0.276}}",https://openaccess-cdn.clevelandart.org/2003.119/2003.119_print.jpg,,,,,,,TCMA,"['Tempera', 'Graphite', 'Ink', 'Tin']",['Paper'],https://aicurator.blob.core.windows.net/artwork-images/original/TCMA-b025f618-8fe4-42a0-832d-d1f75f8d2dbb.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/TCMA-b025f618-8fe4-42a0-832d-d1f75f8d2dbb.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/TCMA-b025f618-8fe4-42a0-832d-d1f75f8d2dbb.jpg,Dynamic portrayal of a mythological scene.,"The artwork depicts a mythological figure, likely Indrajit, in a vibrant red garment, holding a curved weapon. A woman clings to him amidst dynamic movement, while another figure pulls at him from behind.","The style is bold and dynamic, using strong colors and defined outlines typical of traditional Indian folk art. The bright red and vivid blue hues stand out against the neutral background, giving the scene a theatrical quality. The flatness in perspective and the stylized features lend a dramatic and iconic storytelling aspect.","['folk art', 'vibrant colors', 'bold lines']","This piece explores themes of power and protection within a mythological context, highlighting familial bonds and dynamic interaction among characters.","['mythology', 'power', 'protection', 'family']","{'Indrajit': 'A regal figure with blue skin, adorned in red attire, holding a weapon, symbolizing power and leadership.', 'woman': 'A woman clinging to Indrajit, wearing a red garment and elaborate jewelry, representing support or protection.', 'pulling figure': 'A pink toned figure pulling at Indrajit, adding tension and dynamic movement to the scene.'}","['curved weapon', 'elaborate headdress']",['folk art'],,,"['Indrajit', 'woman', 'pulling figure', 'curved weapon', 'elaborate headdress']","['Folk', 'Vibrant Colors', 'Bold Lines', 'Mythology', 'Power', 'Protection', 'Family', 'Woman']",Unknown
4311,MET-99311a1a-e545-4962-942b-e4a922686b3b,Fisherman and family,1500.0,1563.0,Hanging scroll; ink and color on silk,Painting,43 3/8 x 31 7/8 in. (110.2 x 81.0 cm),https://images.metmuseum.org/CRDImages/as/original/13_220_115.jpg,Zhang Lu,Lu,1490.0,1563.0,Chinese,China,MET,"['Ink', 'Color']","['Hanging scroll', 'Silk']",https://aicurator.blob.core.windows.net/artwork-images/original/MET-99311a1a-e545-4962-942b-e4a922686b3b.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/MET-99311a1a-e545-4962-942b-e4a922686b3b.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/MET-99311a1a-e545-4962-942b-e4a922686b3b.jpg,Tranquil scene of life by the water.,"The artwork depicts a serene scene of two figures in a boat, situated on calm waters. One person is fishing while the other watches. Surrounding the boat are lush trees and rocks, completing the picturesque landscape.","The artwork features traditional Eastern brush painting techniques, utilizing delicate lines and soft washes of ink to create depth and texture. The monochromatic palette enhances the tranquil mood, while the composition draws the eye naturally across the scene. The meticulous attention to natural elements reflects a harmony between humans and nature.","['traditional', 'Eastern', 'brush painting', 'monochrome']","The artwork likely explores themes of harmony between humans and nature, illustrating a moment of peaceful coexistence. It emphasizes simplicity and the quiet rhythms of daily life.","['harmony', 'nature', 'peace', 'daily life']","{'boat': 'A small, simple wooden boat holds the figures, serving as a symbol of travel and livelihood.', 'fisherman': 'A seated figure, engaged in fishing, embodying the theme of sustenance and connection to the environment.', 'companion': 'A figure seated beside the fisherman, perhaps a family member, enhancing the sense of shared life.'}","['trees', 'rocks', 'water']",['traditional Chinese painting'],Zhang,Lu,"['boat', 'fisherman', 'companion', 'trees', 'rocks', 'water']","['Traditional', 'Eastern', 'Brush', 'Monochrome', 'Harmony', 'Nature', 'Peace', 'Daily Life', 'Boat', 'Fisherman', 'Companion', 'Trees', 'Rocks', 'Water', 'Traditional Chinese']",Zhang Lu
671,ARTIC-5d52a808-7eb4-8651-f7c7-4e3ffaa06389,Portrait of a Man,1550.0,1560.0,Oil on panel,Painting,24 × 18.5 cm (9 7/16 × 7 5/16 in.); Framed: 35.3 × 30.5 × 4.5 cm (13 7/8 × 12 × 1 3/4 in.),https://www.artic.edu/iiif/2/5d52a808-7eb4-8651-f7c7-4e3ffaa06389/full/max/0/default.jpg,"Corneille de Lyon (French, 1500/10–1575)",,,1575.0,French,France,ARTIC,['Oil'],['Panel'],https://aicurator.blob.core.windows.net/artwork-images/original/ARTIC-5d52a808-7eb4-8651-f7c7-4e3ffaa06389.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/ARTIC-5d52a808-7eb4-8651-f7c7-4e3ffaa06389.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/ARTIC-5d52a808-7eb4-8651-f7c7-4e3ffaa06389.jpg,A refined portrait capturing the essence of its subject.,"The portrait depicts a man with a reddish-brown beard and mustache, wearing a black cap and a dark garment with a high white collar. His piercing gaze is directed towards the viewer, while his right hand holds a scroll. The background is a simple, muted green, emphasizing the subject's serene and composed demeanor.","The painting showcases the delicate and precise technique characteristic of Corneille de Lyon. The smooth brushwork and subdued palette highlight the sitter’s facial features and attire. Corneille’s use of a plain background serves to focus attention on the expression and aura of the subject. The artist's attention to detail is evident in the textures of the man's clothing and the soft shading on his face, achieving a lifelike representation that is both intimate and respectful.","['Renaissance', 'realism', 'portraiture']","The theme revolves around identity and social status. The subject's attire, facial expression, and the object he holds suggest a person of significance and intellect.","['identity', 'status', 'individuality']","{'man': 'A bearded man, richly dressed, gazing directly at the viewer, exuding confidence and calm.', 'scroll': 'The man holds a rolled scroll, indicating his literacy or connection to knowledge.'}",[],['Northern Renaissance'],de Lyon,Corneille,"['man', 'scroll']","['Renaissance', 'Realism', 'Portraiture', 'Status', 'Individuality', 'Man', 'Scroll', 'Northern Renaissance']",de Lyon Corneille
2958,NGA-86098116-ac10-4aca-bb24-d51a576ac15c,Saint Apollonia,1455.0,1460.0,Tempera on poplar panel,Painting,"overall: 38.8 × 28 cm (15 1/4 × 11 in.)
framed: 56.83 × 46.04 × 8.89 cm (22 3/8 × 18 1/8 × 3 1/2 in.)",https://api.nga.gov/iiif/86098116-ac10-4aca-bb24-d51a576ac15c/full/max/0/default.jpg,Piero della Francesca,Piero della Francesca,1416.0,1492.0,Italian,Italy,NGA,['Tempera'],['Panel'],https://aicurator.blob.core.windows.net/artwork-images/original/NGA-86098116-ac10-4aca-bb24-d51a576ac15c.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/NGA-86098116-ac10-4aca-bb24-d51a576ac15c.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/NGA-86098116-ac10-4aca-bb24-d51a576ac15c.jpg,A serene depiction of Saint Apollonia in sacred attire.,"The artwork portrays Saint Apollonia, standing against a gold background. She wears a blue dress and red cloak, holding a pair of tongs. Her serene expression dominates the composition.","The painting reflects the early Renaissance style with its use of linear perspective, balanced composition, and naturalistic depiction of the figure. The color palette, featuring rich reds and blues, along with the gold background, adds to the iconic and sacred nature of the image. The simplicity and clarity in the lines and forms emphasize the saint's calm dignity, typical of Piero della Francesca's work.","['Renaissance', 'naturalism', 'iconic']","The theme explores faith and martyrdom, symbolized by Saint Apollonia holding tongs, a reference to her suffering. The gold background emphasizes her divine sanctity.","['faith', 'martyrdom', 'sanctity']","{'Saint Apollonia': 'Central figure in a blue dress and red cloak, holding tongs, embodying calm serenity.'}",['tongs'],['Renaissance'],della Francesca,Piero,"['Saint Apollonia', 'tongs']","['Renaissance', 'Naturalism', 'Iconic', 'Faith', 'Martyrdom', 'Sanctity']",della Francesca Piero
5450,MET-f1f738d1-e9db-4da4-b234-27da4d77325e,"The Immortal, Zhong li",1368.0,1911.0,Hanging scroll; ink and color on paper,Painting,45 x 17 3/4 in. (114.3 x 45.1 cm),https://images.metmuseum.org/CRDImages/as/original/13_100_23_O.jpg,Unidentified artist,artist,,,Unknown,Unknown,MET,"['Ink', 'Color']","['Hanging scroll', 'Paper']",https://aicurator.blob.core.windows.net/artwork-images/original/MET-f1f738d1-e9db-4da4-b234-27da4d77325e.jpg,https://aicurator.blob.core.windows.net/artwork-images/compressed/MET-f1f738d1-e9db-4da4-b234-27da4d77325e.jpg,https://aicurator.blob.core.windows.net/artwork-images/thumbnails/MET-f1f738d1-e9db-4da4-b234-27da4d77325e.jpg,A delicate portrayal of a revered immortal figure.,"The artwork depicts Zhong Li, a significant figure from Chinese mythology, holding a fan. He stands beneath a tree, exuding wisdom and serenity. His robe flows gracefully.","The style reflects traditional Chinese ink painting, characterized by expressive brushstrokes and a minimalist color palette. The artist uses subtle gradients to emphasize the figure's robes while maintaining a focus on elegance and simplicity. The use of empty space highlights the central figure and adds to the contemplative nature of the piece.","['Chinese ink painting', 'minimalist', 'traditional']","The piece explores themes of immortality, wisdom, and the serene connection between humanity and nature. It captures a moment of introspection and eternal knowledge.","['immortality', 'wisdom', 'nature', 'serenity']","{'Zhong Li': 'Zhong Li is depicted holding a fan, wearing a flowing robe, symbolizing enlightenment.', 'tree': ""A tree branch extends above, suggesting nature's presence and its harmony with the immortal.""}",['fan'],['Chinese painting'],,,"['Zhong Li', 'tree', 'fan']","['Chinese Ink', 'Minimalist', 'Traditional', 'Immortality', 'Wisdom', 'Nature', 'Serenity', 'Tree', 'Fan', 'Chinese']",Unknown
