,title,artist_display,date_display,date_start,date_end,medium,image_id,url,intro,overview,style,style_tags,theme,theme_tags,main_objects,other_objects,movement,object_tags,tags
2521,The Estuary Farm,"Jules Dupr�� (French, 1811-1889)",1830/35,1830.0,1830.0,Oil on canvas,ARTIC-c676a0e8-d084-f1be-eaef-3be77a754568,"https://www.artic.edu/iiif/2/c676a0e8-d084-f1be-eaef-3be77a754568/full/1686,/0/default.jpg",A serene pastoral scene capturing the tranquil dynamics of an estuary farm.,"The painting features a picturesque estuary landscape, with a farm nestled against a hill and surrounded by lush trees. In the foreground, figures appear along the shore with subtle indications of daily life and labor. The expansive sky above dominates the scene, filled with billowing clouds that convey a sense of movement and grandeur.","Dupré's painting is executed in the style of the Barbizon school, with an emphasis on naturalism and the direct study of nature. The broad, expressive brushstrokes suggest the fleeting quality of light and atmosphere, a hallmark of the Barbizon painters who sought to capture the transient effects of their environment. Despite the small figures, the attention to detail in the textures and the dynamic sky evokes a romantic sensibility.","['Barbizon school', 'Naturalism', 'Romanticism', 'Expressive brushstrokes', 'Atmospheric', 'Pastoral']","The theme of 'The Estuary Farm' revolves around the peaceful coexistence of humans and nature, highlighting the rural life at an estuary's edge. The artwork's focus on the natural environment, with its dramatic sky and peaceful setting, evokes themes of tranquility, the passage of time, and the simplicity of pastoral existence.","['Nature', 'Tranquility', 'Pastoral Life', 'Human-Nature Relationship', 'Rurality', 'Time']","{'Farmhouse': 'A quaint farmhouse with a thatched roof is shadowed by tall trees, symbolizing rural life and solitude.', 'Trees': 'Tall trees flank the farmhouse, their rich foliage contrasting the light sky, emphasizing the majesty of nature.', 'Clouds': 'Dominating the sky, the voluminous clouds are painted with sweeping strokes conveying movement and the changeable nature of the sky.', 'Figures': 'Small figures on the shore engage in quiet activity, implying the daily rhythms of pastoral labor and life.'}","['Hill', 'Shore', 'Water Body', 'Sky']",['Barbizon School'],"['Farmhouse', 'Trees', 'Clouds', 'Figures', 'Hill', 'Shore', 'Water Body', 'Sky']","['Barbizon School', 'Naturalism', 'Romanticism', 'Expressive Brushstrokes', 'Atmospheric', 'Pastoral', 'Nature', 'Tranquility', 'Pastoral Life', 'Human-Nature Relationship', 'Time', 'Farmhouse', 'Trees', 'Clouds', 'Figures', 'Water Body', 'Sky']"
871,Landscape with Buildings,American 18th Century,fourth quarter 18th century,1775.0,1799.0,Oil on wood,NGA-58bb370c-3b6c-4934-8ada-0e153f238161,"https://api.nga.gov/iiif/58bb370c-3b6c-4934-8ada-0e153f238161/full/1686,/0/default.jpg",An 18th-century American pastoral scene blending nature with architectural elements.,"This landscape depicts a serene natural environment with buildings nestled among lush trees. The foreground features expansive grassy fields with a few figures scattered throughout, suggesting human presence and activity within the natural setting. Rolling hills rise in the background beneath a sky showing hints of a setting or rising sun, with its warm glow contrasting the cool tones of the verdant landscape.","The artwork is rendered in a style that combines elements of realism and romanticism, with attention to fine details in the buildings and trees. However, there is also a certain naivety or folk quality to the depiction of figures and nature, indicating the piece may not have been created by a formally trained artist. The use of light and shadow creates depth, and the color palette is muted, with earthy greens and browns dominating the landscape, complemented by the warmer hues of the sky.","['Pastoral', 'Folk Art', 'Realism', 'Romanticism', 'Naive Art', 'Muted Palette', 'Naturalistic']","The painting explores the theme of the bucolic American landscape, capturing the harmonious coexistence of human-made structures within the natural world. It reflects a tranquil, perhaps idealized, rural life where nature and human habitations intertwine, allowing viewers to contemplate the simplicity and beauty of past rural settings.","['Bucolic', 'Nature', 'Rural Life', 'Tranquility', 'Human Presence', 'American Landscape', 'Pastoral Life']","{'Buildings': 'Period-specific architecture is depicted amid the trees, suggesting a settled landscape with human habitation.', 'Trees': 'Various trees, including a prominent palm-like tree and deciduous types, add depth and life to the landscape.', 'Figures': 'Small human figures are shown engaging with the landscape, hinting at daily life in a rural setting.'}","['Hills', 'Sky', 'Grassy fields', 'Pathways']","['Folk Art', 'Early American Art']","['Buildings', 'Trees', 'Figures', 'Hills', 'Sky', 'Grassy fields', 'Pathways']","['Pastoral', 'Folk', 'Realism', 'Romanticism', 'Naive', 'Muted Palette', 'Naturalistic', 'Bucolic', 'Nature', 'Rural Life', 'Tranquility', 'Human Presence', 'American Landscape', 'Pastoral Life', 'Buildings', 'Trees', 'Figures', 'Hills', 'Sky', 'Pathways', 'Early American']"
1202,Washington at Valley Forge,American 19th Century,mid 19th century,1825.0,1874.0,Oil on canvas,NGA-c5ea5937-bb29-47f3-b40e-1783fe21d641,"https://api.nga.gov/iiif/c5ea5937-bb29-47f3-b40e-1783fe21d641/full/1686,/0/default.jpg",A historic scene depicting George Washington's winter encampment during the American Revolution.,"The painting portrays a wintry scene at Valley Forge, with General George Washington on horseback, surrounded by his men and a huddle of log cabins. Soldiers huddle around fires for warmth, and a sense of resilience is palpable amongst the dreary cold landscape. The American flag, prominently displayed, symbolizes the struggle for independence during the Revolutionary War.","The artwork is rendered in a detailed, representational manner typical of historical American painting in the 19th century. The scene combines elements of both romanticism and naturalism, focusing on the grandeur of the American spirit while portraying a realistic depiction of the harsh conditions faced by the Continental Army. The use of color, light, and composition reflects the idealism and narrative focus of the period, with a clear emphasis on the dramatic and heroic aspects of the American Revolution.","['Historical', 'American', '19th Century', 'Romanticism', 'Naturalism', 'Realistic', 'Narrative']","This work's theme is the perseverance and determination of George Washington and his troops during the American Revolution, particularly during the difficult winter at Valley Forge. It celebrates the American spirit and the sacrifices made in the quest for independence while also highlighting the harsh realities of war.","['American Revolution', 'Valley Forge', 'Perseverance', 'Independence', 'Military', 'History', 'Patriotism']","{'George Washington': 'George Washington is the central figure, portrayed as a resolute leader on horseback, symbolizing stoic leadership amid adversity.', 'Continental Army Soldiers': 'Soldiers of the Continental Army are depicted in various states of activity, some tending to fires, others in conversation, embodying the daily life and struggle during the encampment.', 'American Flag': ""The American flag is held aloft, a vivid symbol of the cause for which Washington's troops endure their trials and fight during the Revolutionary War.""}","['Log cabins', 'Snowy landscape', 'Winter trees', 'Fires', 'Horse-drawn sled']","['American Romanticism', 'Naturalism']","['George Washington', 'Continental Army Soldiers', 'American Flag', 'Log cabins', 'Snowy landscape', 'Winter trees', 'Fires', 'Horse-drawn sled']","['Historical', 'American', 'Romanticism', 'Naturalism', 'Realistic', 'Narrative', 'Military', 'History', 'Patriotism', 'George Washington', 'American Flag', 'American Romanticism']"
1172,Love as Folly,"Jean Honor�� Fragonard (French, 1732-1806)",c. 1773/1776,1773.0,1776.0,Oil on canvas,NGA-362a8782-f0fd-4093-88f9-36cd0cbfed9b,"https://api.nga.gov/iiif/362a8782-f0fd-4093-88f9-36cd0cbfed9b/full/1686,/0/default.jpg",A whimsical depiction of a cherubic figure amidst clouds and swans.,"The painting features a playful cherub in a celestial setting, surrounded by swans and energetically scattering flowers. The cloud-filled background and light tones conjure a dreamlike atmosphere.","Fragonard's artwork is a fine example of Rococo style, characterized by its lightness, elegance, and the use of playful, pastel hues. The soft brushstrokes and the airy composition give the piece a delightful, almost ethereal quality. This piece embodies the intimacy and frivolity that often mark the Rococo era's artistic creations.","['Rococo', 'Lightness', 'Pastel Tones', 'Ethereal', 'Playful', 'Elegance', 'Soft Brushstrokes']","The theme of the piece represents love as a carefree, joyous, and somewhat ephemeral experience. The cherub, often symbolic of love and affection, is portrayed in a state of blissful folly, engaged in a playful act without concern for consequence.","['Love', 'Affection', 'Ephemeral', 'Playfulness', 'Folly', 'Carefree', 'Joyous']","{'Cherub': 'The central figure of the cherub symbolizes love, depicted joyfully tossing flowers into the air in an innocent display of ecstasy.', 'Swans': 'Two swans glide gracefully near the cherub, adding to the theme of love, as swans are often associated with fidelity and romance.'}","['Flowers', 'Clouds']",['Rococo'],"['Cherub', 'Swans', 'Flowers', 'Clouds']","['Rococo', 'Pastel Tones', 'Ethereal', 'Playful', 'Elegance', 'Soft Brushstrokes', 'Love', 'Affection', 'Ephemeral', 'Playfulness', 'Cherub', 'Swan', 'Flowers', 'Clouds']"
1278,Young Lady with a Fan,"The Gansevoort Limner (American, active 1730/1745)
Pieter Vanderlyn (American, c. 1687-1778)",1737,1737.0,1737.0,Oil on canvas,NGA-41c15479-311d-4adc-a5d1-ee4acb6518f5,"https://api.nga.gov/iiif/41c15479-311d-4adc-a5d1-ee4acb6518f5/full/1686,/0/default.jpg",A serene portrait capturing the essence of an 18th-century young lady with a fan.,"The painting titled 'Young Lady with a Fan' features a young woman dressed in a green gown with lace cuffs and a red-striped chemise, holding a fan. Her poised demeanor is enhanced by a softly painted landscape visible through an arched window, and a dark draped curtain to her right.","This artwork is characteristic of the American colonial era, with a focus on portraiture that embodied personal status and wealth. The style reflects a folk art aesthetic, evident in the simplified realism, flat color planes without much depth, and lack of intricate detailing. The painter presents a straightforward depiction with an emphasis on symmetry and a calm, composed atmosphere.","['American Colonial Era', 'Portraiture', 'Folk Art', 'Simplified Realism', 'Symmetry', 'Flat Color Planes']","The central theme is the portrayal of individual identity and social status during the American colonial period. It also reflects the societal importance of youth and feminine beauty, while subtly including elements of wealth, such as the fan, the dress, and the setting.","['Identity', 'Social Status', 'American Colonial Period', 'Youth', 'Feminine Beauty', 'Wealth']","{'Young Lady': 'The central figure, a young lady, exudes a calm grace; she is positioned as a symbol of her social status and identity.', 'Fan': 'The fan in her hand is a delicate accessory representing both her elegance and the fashion of her time.', 'Dress': 'Her green gown accentuated with lace cuffs and a red-striped chemise manifests the fashion and social cues of the era.'}","['Clouds', 'Trees', 'Flower Vase', 'Arched Window', 'Draped Curtain', 'Book']",['Colonial American Portraiture'],"['Young Lady', 'Fan', 'Dress', 'Clouds', 'Trees', 'Flower Vase', 'Arched Window', 'Draped Curtain', 'Book']","['Portraiture', 'Folk', 'Social Status', 'Youth', 'Wealth', 'Fan', 'Dress', 'Clouds', 'Trees', 'Book', 'Colonial American Portraiture']"
1870,Haystacks in Brittany,"Paul Gauguin (French, 1848-1903)",1890,1890.0,1890.0,Oil on canvas,NGA-616710e4-6ccc-4a35-a809-5f30dcf12b39,"https://api.nga.gov/iiif/616710e4-6ccc-4a35-a809-5f30dcf12b39/full/1686,/0/default.jpg",A vibrant landscape portraying rural life with a focus on haystacks in rich colors.,"The artwork 'Haystacks in Brittany' depicts a bucolic landscape with large, rounded haystacks dominating the middle ground. Fields stretch out towards the horizon, with varied crops creating a patchwork of colors. In the foreground, a farmer and cows add an element of rural life. A village can be glimpsed in the distance, partially obscured by foliage.","Paul Gauguin's work embodies a Post-Impressionistic style with a distinctive use of color and form. His brushwork varies from smooth to textured, and his colors are rich and bold, often using pointillist techniques to create a vibrant, almost mosaic-like effect on the canvas. Gauguin's perspective and use of color challenge traditional naturalism, giving way to a personal expression that is emblematic of the Synthetist style he became known for.","['Post-Impressionism', 'Synthetism', 'Vibrant', 'Bold Color', 'Textured', 'Non-Naturalistic']","'Haystacks in Brittany' illustrates the harmonious relationship between nature and agricultural life. It reflects on the simplicity and beauty of the countryside, devoid of industrialization, revealing the timeless cycle of planting and harvest, as well as the human connection to the land.","['Rural Life', 'Nature', 'Agriculture', 'Harvest', 'Simplicity', 'Human Connection to Land', 'Countryside']","{'haystacks': 'Several large haystacks populate the middle ground in a display of rich earthen tones, symbolizing agricultural bounty.', 'farmer': 'A solitary figure of a farmer, rendered in simple forms, conveys the integral human element within the rural landscape.', 'cows': 'A small herd of cows in the foreground offers a glimpse into the pastoral life and the proximity between livestock and farmland.'}","['fields', 'village', 'plants', 'sky']","['Post-Impressionism', 'Synthetism']","['haystacks', 'farmer', 'cows', 'fields', 'village', 'plants', 'sky']","['Post-Impressionism', 'Vibrant', 'Bold Color', 'Rural Life', 'Nature', 'Agriculture', 'Harvest', 'Simplicity', 'Countryside', 'Haystacks', 'Cattle', 'Fields', 'Village', 'Plants', 'Sky']"
1770,Soap Bubbles,"Jean Sim��on Chardin (French, 1699-1779)",probably 1733/1734,1733.0,1734.0,Oil on canvas,NGA-4e9f8ae3-d333-487c-8120-adeb9d4c84e9,"https://api.nga.gov/iiif/4e9f8ae3-d333-487c-8120-adeb9d4c84e9/full/1686,/0/default.jpg",A serene portrait capturing the ephemeral beauty of a simple soap bubble.,"The painting is a calm depiction of a young man blowing a large soap bubble. He leans over a ledge, while his reflection, alongside a younger child's, can be observed in a window pane. The setting appears to be in a semi-domestic outdoor space, complemented by foliage.","This artwork demonstrates the style of Rococo with its emphasis on delicate colors and fine brushwork. Chardin's approach to painting emphasizes realism and quiet narrative, contrasting with the ornate style typical of Rococo, yet fitting within its timeframe. The artist's use of lighting creates a soft atmosphere and highlights the texture of materials, such as the fabric of the clothing and the translucency of the bubble.","['Rococo', 'Realism', 'Narrative', 'Soft Lighting', 'Fine Brushwork', 'Subtlety']","The painting explores the themes of youth, transience, and innocence through the act of blowing soap bubbles, a pastime that has fascinated children throughout time. The reflection poses a contemplative element, hinting at self-awareness and the fleeting moments of childhood.","['Childhood', 'Transience', 'Innocence', 'Reflection', 'Time', 'Youth']","{'Young Man': 'A young man with a contemplative expression is the focus, blowing a fragile soap bubble from a straw.', 'Soap Bubble': 'Centrally featured, the glowing soap bubble symbolizes the fragility and ephemeral nature of life and beauty.', 'Reflection in the Window': 'The window provides a meaningful reflection of the young man and an observing child, adding depth to the theme.'}","['Foliage', 'Ledge', 'Straw', 'Window Pane', 'Clothing']",['Rococo'],"['Young Man', 'Soap Bubble', 'Reflection in the Window', 'Foliage', 'Ledge', 'Straw', 'Window Pane', 'Clothing']","['Rococo', 'Realism', 'Narrative', 'Soft Lighting', 'Fine Brushwork', 'Childhood', 'Transience', 'Innocence', 'Reflection', 'Time', 'Youth', 'Young', 'Foliage', 'Clothing']"
1220,Elizabeth Price Thomas,"Robert Street (American, 1796-1865)",1834,1834.0,1834.0,Oil on canvas,NGA-8884509f-fea2-4550-b00f-dfbbb63844b1,"https://api.nga.gov/iiif/8884509f-fea2-4550-b00f-dfbbb63844b1/full/1686,/0/default.jpg",An exquisite 19th-century portrait of a woman with a contemplative poise and serene backdrop.,"This depiction shows a young woman elegantly dressed in a formal black gown with voluminous sleeves and a prominent lace collar. Her hair is styled neatly atop her head, adorned with curls. She is seated next to a table with a book in her hands, with a landscape painting and part of a red upholstered chair visible beside her. The portrait exudes a sense of quiet dignity and refinement.","The painting is rendered with careful attention to detail, characteristic of early 19th-century American portraiture. The figure is realistically depicted, with precise brushwork that captures the texture of fabrics and the softness of the subject's skin. The setting and accessories are painted with a level of detail that suggests a personal narrative or status. The use of lighting and shadow creates a gentle contrast that draws attention to the subject's face and hands.","['Realism', 'American Portraiture', '19th Century', 'Detail Oriented', 'Formal']","This artwork embodies the themes of identity, status, and gentility, typical of portrait painting of its time. It represents a personal depiction of an individual, likely commissioned to commemorate or celebrate the subject's status within her community. The presence of a book and the landscape conveys a sense of intellect and an appreciation for nature.","['Identity', 'Status', 'Gentility', 'Intellect', 'Nature']","{'subject': 'The woman depicted is possibly Elizabeth Price Thomas, presented with poise, her gaze directed towards the viewer, suggesting confidence and self-awareness.', 'book': ""The book in the woman's hands is likely a symbol of her education and intellectual pursuits."", 'landscape painting': 'The landscape visible behind the subject adds depth and indicates a possible appreciation for the arts or travel.'}","['red upholstered chair', 'table']",['American Portraiture'],"['subject', 'book', 'landscape painting', 'red upholstered chair', 'table']","['Realism', 'American Portraiture', 'Detail Oriented', 'Formal', 'Status', 'Intellect', 'Nature', 'Book', 'Landscape', 'Table']"
1446,Landscape with Herdsmen,"Aelbert Cuyp (Dutch, 1620-1691)",mid-1650s,1650.0,1652.0,Oil on panel,NGA-75189388-085e-4751-bd3d-deadf6dd4988,"https://api.nga.gov/iiif/75189388-085e-4751-bd3d-deadf6dd4988/full/1686,/0/default.jpg",A serene Dutch Golden Age landscape featuring figures amidst bucolic surroundings.,"The painting depicts a pastoral scene of the Dutch countryside, with herdsmen tending to a group of cattle. In the foreground, cattle rest and graze while herders on horseback watch over them. The expansive sky dominates the upper half of the canvas, with dynamic cloud formations setting a tranquil mood. The distant background reveals a low horizon with outlines of settlements, typical of Dutch landscapes from this period.","Aelbert Cuyp's work embodies the Dutch Golden Age style characterized by realistic representation, careful attention to light, and skilled use of chiaroscuro. The naturalistic depiction of the figures and animals, along with the detailed representation of the landscape, suggest a keen observation of nature. Cuyp's palette is warm, and his technique in rendering the light as it illuminates the clouds and landscape elements showcases his mastery over atmospheric effects.","['Dutch Golden Age', 'Realism', 'Naturalism', 'Chiaroscuro', 'Atmospheric Perspective', 'Pastoral']","The theme of the artwork centers around the harmony between humans and nature, highlighting the pastoral lifestyle of the 17th-century Dutch countryside. It is reflective of an idealized rural existence and the tranquil rhythms of country life, juxtaposed with the grandeur of the natural world as represented by the expansive sky.","['Pastoral', 'Rural Life', 'Human-Nature Relationship', ""Nature's Grandeur"", '17th Century Dutch Countryside', 'Tranquility']","{'Cattle': 'A group of cattle are at the center of the composition, with some lying down and others standing, bathed in warm sunlight.', 'Herdsmen': 'Several herdsmen, both on horseback and standing, are featured, tending to the cattle and surveying the landscape.'}","['Sky', 'Clouds', 'Distant Settlements', 'Vegetation', 'Path', 'Birds']",['Dutch Golden Age'],"['Cattle', 'Herdsmen', 'Sky', 'Clouds', 'Distant Settlements', 'Vegetation', 'Path', 'Birds']","['Dutch Golden Age', 'Realism', 'Naturalism', 'Chiaroscuro', 'Atmospheric Perspective', 'Pastoral', 'Rural Life', 'Human-Nature Relationship', 'Tranquility', 'Cattle', 'Sky', 'Clouds', 'Vegetation', 'Path', 'Birds']"
2327,Love in the Open Air,"Jean Baptiste Joseph Pater (after) (French, 1695-1736)",after c. 1731,1725.0,1736.0,Oil on canvas,ARTIC-75986fc1-2e22-156a-9914-23119865ad1b,"https://www.artic.edu/iiif/2/75986fc1-2e22-156a-9914-23119865ad1b/full/1686,/0/default.jpg",A pastoral monochrome scene capturing a moment of romantic leisure in nature.,"The artwork presents a group of elegantly dressed individuals in a bucolic setting, engaging in various leisure activities. The central figures appear to be a gathering of high society, possibly enjoying a picnic or courtship rituals in the lush outdoors. Trees, open space, and a distant landscape frame the scene.","This monochromatic painting draws on the Rococo style with its emphasis on playful and lighthearted themes. The soft brushstrokes and the focus on the leisure of the aristocracy reflect the Rococo interest in nature and outdoor festivities. It showcases a sense of movement and fluidity in the composition and the figures' drapery, typical of Rococo art.","['Rococo', 'monochrome', 'soft brushstrokes', 'aristocracy', 'nature', 'movement', 'fluidity']","Love in the Open Air likely explores themes of romance, leisure, and the idealization of the pastoral life among the aristocracy. It offers a romanticized view of nature as a backdrop for human interactions and pleasure, quite common in Rococo themed works.","['romance', 'leisure', 'pastoral life', 'nature', 'aristocracy', 'idealization']","{'Aristocratic Group': ""A central gathering of nobles, poised and engaged in conversation, dominates the foreground, typifying the era's social elite enjoyment."", 'Natural Landscape': 'A sweeping, soft depiction of a natural landscape with trees, hills, and a distant village, framing the social scene.'}","['clouds', 'sky', 'distant hills', 'foliage', 'garments']",['Rococo'],"['Aristocratic Group', 'Natural Landscape', 'clouds', 'sky', 'distant hills', 'foliage', 'garments']","['Rococo', 'Monochrome', 'Soft Brushstrokes', 'Aristocracy', 'Nature', 'Movement', 'Romance', 'Leisure', 'Pastoral Life', 'Idealization', 'Natural Landscape', 'Clouds', 'Sky', 'Distant Hills', 'Foliage', 'Garments']"
