,title,artist_display,date_display,date_start,date_end,medium,image_id,url,intro,overview,style,style_tags,theme,theme_tags,main_objects,other_objects,movement,object_tags,tags
1824,Still Life with Apples and Peaches,"Paul C��zanne (French, 1839-1906)",c. 1905,1905.0,1905.0,Oil on canvas,NGA-5c394976-ec50-4c25-9c36-a39365a5fffe,"https://api.nga.gov/iiif/5c394976-ec50-4c25-9c36-a39365a5fffe/full/1686,/0/default.jpg",A richly textured composition of fruits and drapery by Paul Cézanne.,"The still life painting displays a collection of apples and peaches arranged on a wooden table, complemented by a pitcher and a fruit bowl against a patterned backdrop.","Cézanne's work embodies Post-Impressionistic characteristics, moving away from the Impressionist's concern with the naturalistic depiction of light and color. Instead, he focused on the underlying structure of the compositions, using color and brushstroke to build form and space. The painting features thickly applied paint, creating a sense of volume and solidity in the objects.","['Post-Impressionism', 'Thick Brushstrokes', 'Solid Forms', 'Color', 'Structure']","The painting is an exploration of form, color, and spatial relationships. Cézanne studied the shapes and positions of the objects, creating a balance between the naturalistic depiction of the still life and the abstraction of the shapes.","['Still Life', 'Form', 'Color', 'Spatial Relationships', 'Naturalism', 'Abstraction']","{'apples': 'A clustered arrangement of yellow and red apples dominates the center of the table, artistically rendered with visible brushstrokes.', 'peaches': 'Grouped with the apples, the peaches add a softer, round contrast to the composition and emphasize the study of form.', 'pitcher': 'This tilted white pitcher with a distinct oval shape and a decorative pattern adds to the geometric contrast of the scene.', 'fruit bowl': 'A white fruit bowl with a fluted edge stands near the edge of the table, partially filled and casting a shadow.'}","['Wooden table', 'Patterned backdrop', 'Drapery']",['Post-Impressionism'],"['apples', 'peaches', 'pitcher', 'fruit bowl', 'Wooden table', 'Patterned backdrop', 'Drapery']","['Post-Impressionism', 'Thick Brushstrokes', 'Still Life', 'Form', 'Naturalism', 'Abstraction', 'Apples', 'Peaches', 'Wooden Table', 'Drapery']"
1326,Tennis Tournament,"George Bellows (American, 1882-1925)",1920,1920.0,1920.0,Oil on canvas,NGA-459b5285-0460-4690-928d-365ee558d635,"https://api.nga.gov/iiif/459b5285-0460-4690-928d-365ee558d635/full/1686,/0/default.jpg",A lively depiction of a bustling tennis tournament in the early 20th century.,"The painting captures a tennis match in full swing, with spectators gathered around the court. The scene is set in a lush, verdant space, presumably a private or club ground, with onlookers dressed in the fashion of the period. Some are seated, while others stand or stroll, watching the game or socializing with one another.","George Bellows employs a realist style with a touch of impressionistic influence seen in the brushwork and lighting. The figures are rendered with a degree of detail that suggests their activities and garments, while the composition of the space gives a sense of depth and three-dimensionality. There is a dynamic use of color and light that captures the vibrancy of the day and imparts a certain energy to the depicted moment.","['Realism', 'Impressionism', 'Brushwork', 'Vibrant', 'Three-dimensional', 'Energetic', 'Colorful']",The theme of 'Tennis Tournament' revolves around leisure and sport within the context of social interaction and class during the 1920s. It reflects societal norms and the cultural significance of sports and outdoor activities as social events during this time period.,"['Leisure', 'Sport', 'Social Interaction', 'Class', 'Cultural Significance', '1920s', 'Outdoor Activity']","{'tennis court': 'The vibrant green tennis court occupies the foreground with players in white attire actively engaged in the game.', 'spectators': 'A diverse group of spectators surrounds the tennis court, attired in period-specific garments, representing the social aspect of the event.'}","['Trees', 'Sky', 'Grass', 'Clothing']","['American Realism', 'Impressionism']","['tennis court', 'spectators', 'Trees', 'Sky', 'Grass', 'Clothing']","['Realism', 'Impressionism', 'Vibrant', 'Three-Dimensional', 'Colorful', 'Leisure', 'Sport', 'Social Interaction', 'Cultural Significance', 'Spectators', 'Trees', 'Sky', 'Grass', 'Clothing', 'American Realism']"
816,The Start of the Hunt,American 19th Century,c. 1800,1800.0,1800.0,Oil on canvas,NGA-96394d47-b61d-4651-85c2-4452fde6ef99,"https://api.nga.gov/iiif/96394d47-b61d-4651-85c2-4452fde6ef99/full/1686,/0/default.jpg",A tranquil dawn sets the stage for an aristocratic hunting scene.,"The painting depicts a group of elegantly dressed hunters on horseback, preparing for a fox hunt at sunrise. The central figure raises his arm, possibly signaling the start of the hunt. Various hounds are eagerly gathered around the horses, ready to pursue their quarry. The background features a vast landscape with trees, hills, and a dramatic sky illuminated by the morning sun.","This artwork exhibits characteristics of late 18th to early 19th-century American folk art painting. The style is somewhat na������ve, with a flat perspective and limited depth. Figures and animals are represented with simple shapes and proportions, and there is an emphasis on the narrative element of the scene. The use of light and color to depict the time of day contributes to the moody atmosphere of the painting. The brushwork appears direct and uncomplicated, which is typical of artists who had not undergone formal academic training during that ",[],"The artwork portrays the upper-class recreational activity of fox hunting, a traditional and ceremonial sport. This theme is indicative of social and cultural practices of the era, reflecting aspects of leisure and the relationship between humans and animals, as well as the connection to the natural environment.","['Hunting', 'Recreation', 'Aristocracy', 'Leisure', 'Human-Animal Interaction', 'Nature', 'Tradition']","{'Hunters on Horseback': ""The hunters are central figures, clad in traditional hunting attire, symbolizing upper-class status and the sport's ritualistic nature."", 'Hounds': 'Hounds are depicted with keen attention and enthusiasm, integral to the hunting scene, showcasing their role in the sport.'}","['Trees', 'Hills', 'Sky', 'Sunrise', 'Grass']",[],"['Hunters on Horseback', 'Hounds', 'Trees', 'Hills', 'Sky', 'Sunrise', 'Grass']","['Hunting', 'Recreation', 'Aristocracy', 'Leisure', 'Human-Animal Relationship', 'Nature', 'Tradition', 'Trees', 'Hills', 'Sky', 'Grass']"
2442,The Banks of the River Durance at Saint Paul,"Paul Camille Guigou (French, 1834-1871)",1864,1864.0,1864.0,Oil on canvas,ARTIC-c7686c63-3aca-64b6-6710-02f34ccd0767,"https://www.artic.edu/iiif/2/c7686c63-3aca-64b6-6710-02f34ccd0767/full/1686,/0/default.jpg",A serene panorama depicts the tranquil banks of the River Durance at Saint Paul.,"This painting portrays a calm river scene with gentle waters and a broad riverbed. The landscape includes a prominent rocky outcrop to the left, with a small building nestled at its base. Several figures in period attire are visible across the expanse, conveying a sense of scale and the daily life of the time. The distant horizon showcases rolling hills and sparse vegetation, under a sky with soft, wispy clouds.","Guigou employs a realistic approach to capture the natural beauty and ambient light of this pastoral scene. The painting features a detailed foreground with carefully rendered textures of the river and its banks. As the perspective recedes, the details become softer, assisting in the creation of depth. The brushwork appears controlled yet lively, creating a harmonious blend of colors. The emphasis on the naturalistic depiction of light and the landscape's mood are indicative of the influence of the Barbizon school and realism.","['Realism', 'Naturalism', 'Light', 'Depth', 'Controlled Brushwork', 'Pastoral']","The artwork captures a typical day along the River Durance, reflecting the beauty of the natural environment and the serene pace of life in 19th-century rural France. It conveys a sense of tranquility and timelessness, inviting reflection on the relationship between humans and nature.","['Natural Environment', 'Tranquility', 'Rural Life', '19th Century', 'Human-Nature Relationship', 'French Landscape']","{'River': 'A gentle blue river flows through the center, surrounded by a sandy riverbed and rocks, reflecting the sky.', 'Rocky Outcrop': 'To the left, a green-covered rocky outcrop stands with a small secluded building at its base, illustrating rural isolation.', 'Figures': 'Scattered figures in period clothing add life to the scene, engaged in various activities by the river.'}","['Sky', 'Clouds', 'Hills', 'Vegetation', 'Riverbed']","['Realism', 'Barbizon School']","['River', 'Rocky Outcrop', 'Figures', 'Sky', 'Clouds', 'Hills', 'Vegetation', 'Riverbed']","['Realism', 'Naturalism', 'Depth', 'Controlled Brushwork', 'Pastoral', 'Tranquility', 'Rural Life', 'Human-Nature Relationship', 'River', 'Figures', 'Sky', 'Clouds', 'Hills', 'Vegetation', 'Barbizon School']"
1873,A Girl with a Watering Can,"Auguste Renoir (French, 1841-1919)",1876,1876.0,1876.0,Oil on canvas,NGA-bcc517e0-84c3-4e21-8c08-c9a0181ced29,"https://api.nga.gov/iiif/bcc517e0-84c3-4e21-8c08-c9a0181ced29/full/1686,/0/default.jpg",A serene portraiture captures a young girl amidst a lush garden setting.,"This artwork illustrates a young girl clad in a blue dress with lace details, holding a watering can. She stands in a garden with blooming flowers around her. The garden environment seems lush and verdant, with a variety of plant species visible. The girl's gaze appears soft and slightly away from the viewer, adding a contemplative mood to the scene.","The painting is rendered in the Impressionist style, characterized by loose brushwork and vivid colors to capture the effects of light. The artist emphasizes the transient nature of moments with rapid strokes and a vibrant palette. Contrasting textures are used to separate the figure from the background, and the play of light and shadow create an atmospheric quality that is typical of Renoir's work in the later part of the 19th century.","['Impressionism', 'Loose Brushwork', 'Vivid Colors', 'Light Effects', 'Atmospheric', 'Contrasting Textures']","The painting's theme reflects a snapshot of childhood innocence and the beauty of nature. It elicits a sense of tranquility and harmony between the young subject and her surroundings. There is an underlying theme of growth, both of the girl and of the garden she tends to, suggesting a connection between human life and nature.","['Childhood', 'Innocence', 'Nature', 'Tranquility', 'Growth', 'Harmony']","{'girl': 'A young girl with fair hair tied with a red bow, wearing a richly detailed blue dress and holding a watering can, appears contemplative in a lush garden.', 'watering can': ""A simple green watering can, small in size to fit the girl's hand, symbolizes care and nurturing within the garden scene.""}","['flowers', 'plants', 'garden']",['Impressionism'],"['girl', 'watering can', 'flowers', 'plants', 'garden']","['Impressionism', 'Loose Brushwork', 'Vivid Colors', 'Light Effects', 'Atmospheric', 'Childhood', 'Innocence', 'Nature', 'Tranquility', 'Growth', 'Harmony', 'Girl', 'Flowers', 'Plants', 'Garden']"
1831,Vase of Flowers,"Jan Davidsz de Heem (Dutch, 1606-1684)",c. 1660,1660.0,1660.0,Oil on canvas,NGA-bfc54c5f-a5ea-4aca-9e8e-e2ff169c48b5,"https://api.nga.gov/iiif/bfc54c5f-a5ea-4aca-9e8e-e2ff169c48b5/full/1686,/0/default.jpg",A vibrant explosion of color captures the essence of botanical beauty.,"The artwork depicts an ornate arrangement of various flowers in a vase, set upon a ledge. Bursting with color, the bouquet includes different species, each meticulously detailed to showcase their unique forms and textures. The painting invites the viewer to explore the rich biodiversity and ephemeral beauty of flora.","This painting is a classic example of Dutch Golden Age still-life. Characterized by its high degree of realism, the artwork shows a masterful use of light and shadow to create depth and volume. The composition is dense, filled with overlapping elements that exhibit Jan Davidsz de Heem's skill in texture representation and color harmony. The attention to detail and the clarity of each flower petal, leaf, and stem are indicative of the precision that 17th-century Dutch still-life painters were renowned for.","['Dutch Golden Age', 'Still-Life', 'Realism', 'Baroque', 'Detail-Oriented', 'Colorful']","The painting's theme centers on the beauty and diversity of nature, as well as the notion of vanitas in 17th-century Dutch art. This symbolizes the transient nature of life and the inevitability of decay, a common theme in still-life paintings, where cut flowers often represented the temporary nature of beauty and life.","['Nature', 'Beauty', 'Diversity', 'Vanitas', 'Transience', 'Life and Decay']","{'Vase of Flowers': ""A meticulously detailed and vibrant vase brimming with a diverse array of flowers dominating the painting's center."", 'Butterflies': 'Symbolizing transformation and the fleeting nature of life, butterflies add a dynamic element to the static floral scene.'}","['Ledge', 'Snail']","['Dutch Golden Age', 'Baroque']","['Vase of Flowers', 'Butterflies', 'Ledge', 'Snail']","['Dutch Golden Age', 'Still Life', 'Realism', 'Baroque', 'Detail-Oriented', 'Colorful', 'Nature', 'Vanitas', 'Transience', 'Vase Of Flowers']"
830,Italian Woman (La Morieri),"Jean-Baptiste-Camille Corot (French, 1796-1875)",c. 1872,1872.0,1872.0,Oil on canvas,NGA-23258d7c-8652-449a-924c-554e3c09d80d,"https://api.nga.gov/iiif/23258d7c-8652-449a-924c-554e3c09d80d/full/1686,/0/default.jpg",A contemplative Italian woman captured in a moment of quiet introspection.,"The artwork showcases a seated woman, likely Italian based on the title, adorned in traditional attire. Her gaze is directed towards the viewer, creating an intimate connection. She has dark hair, partially covered by a yellow headscarf, and wears a necklace of pearls. She is positioned against a muted, indistinct background that focuses attention on her figure. The woman's expression is somber and thoughtful.","The painting is executed in a realistic style that leans towards Corot's signature blend of realism and pictorial poetry. The brushstrokes are visible and loose, imparting texture to the fabric of the woman's dress and the backdrop. Corot's use of light and shadow on the woman's face and clothing enhances the three-dimensionality. The rich, earthy palette complements the melancholic mood of the subject. The contrast between the sharply focused figure and the softly rendered background is characteristic of Corot's approach to portraiture.","['Realism', 'Loose Brushwork', 'Texture', 'Light and Shadow', 'Earthy Palette', 'Pictorial Poetry', 'Portraiture']","The theme of the artwork is a depiction of an Italian woman, conveying a sense of her cultural identity through her attire and accessories. The somber expression and introspective gaze suggest themes of contemplation and perhaps the inner life of the subject. Corot's interest in capturing the essence of his subjects is evident in this sensitive portrayal.","['Cultural Identity', 'Introspection', 'Contemplation', 'Realism', 'Femininity', 'Melancholy', 'Essence']","{'Italian Woman': 'A portrait of an Italian woman, seated with an introspective expression, wearing a traditional outfit with a floral-patterned skirt and pearl necklace.'}","['headscarf', 'table']",['Realism'],"['Italian Woman', 'headscarf', 'table']","['Realism', 'Loose Brushwork', 'Light And Shadow', 'Earthy Palette', 'Portraiture', 'Introspection', 'Contemplation', 'Femininity', 'Italian', 'Table']"
156,Counsellor John Dunn,"Gilbert Stuart (American, 1755-1828)",c. 1798,1798.0,1798.0,Oil on canvas,NGA-5af4463f-4d6a-4c5e-830e-720ab11d4f0d,"https://api.nga.gov/iiif/5af4463f-4d6a-4c5e-830e-720ab11d4f0d/full/1686,/0/default.jpg",A masterful portrait exuding confidence and prestige from the late 18th century.,"The painting presents a poised, middle-aged gentleman in elegant attire. The subject is positioned against a dark, unadorned background, looking out at the viewer with a subtle expression of assurance and intelligence. His pose appears relaxed yet dignified, with one hand gently resting over his waistcoat, emblematic of his social status.","The style of the portrait is characteristic of the late 18th-century American art, with a nuanced execution of oil on canvas. Gilbert Stuart's technique showcases soft textures, attention to detail in the subject's facial features, and subtle interplay of light and shadow, underpining the realistic representation of the sitter's persona. The use of a dark background focuses the viewer's attention on the subject.","['Realism', 'Portrait', 'Late 18th-century', 'Oil painting', 'American Art', 'Fine Detail', 'Soft Texture', 'Chiaroscuro']","This artwork captures the essence of portraiture during the Federalist era in the United States, reflecting the societal and cultural significance of an individual, presumably of notable standing. The theme revolves around identity, social status, and the dignity of the human spirit as reflected in personal representation.","['Portraiture', 'Federalist Era', 'Identity', 'Social Status', 'Human Spirit', 'Individualism', 'Cultural Significance']","{'Subject': 'The central figure is a well-dressed gentleman, exuding an air of refinement and confidence, representative of societal dignity of the time.'}","['waistcoat', 'jacket']","['Federal Art', 'American Realism']","['Subject', 'waistcoat', 'jacket']","['Realism', 'Portrait', 'Oil', 'American', 'Fine Detail', 'Chiaroscuro', 'Portraiture', 'Social Status', 'Individualism', 'Cultural Significance', 'Waistcoat', 'Federal', 'American Realism']"
2004,The Flirt,"Winslow Homer (American, 1836-1910)",1874,1874.0,1874.0,Oil on wood,NGA-7408044a-5130-49b9-bf8e-5ef5133bad98,"https://api.nga.gov/iiif/7408044a-5130-49b9-bf8e-5ef5133bad98/full/1686,/0/default.jpg",A maritime scene capturing the essence of leisure and interaction on the open sea.,"The artwork depicts a group of individuals on a small boat, with the name 'FLIRT' inscribed on its side. They are seemingly enjoying a sailing trip, with some occupants engaged in conversation, as they navigate the gentle waves of the sea. The setting sun casts a warm glow on the horizon, highlighting the peaceful end of a day.","Winslow Homer's painting is rendered in a realist style, capturing the play of light and texture of the sea and sky with meticulous detail. The brushwork is dynamic yet precise, creating a sense of movement in the water and the sail. The artist's keen observation of human postures and the natural environment are evident, and the overall composition creates a narrative that invites viewers to interpret the interactions among the figures.","['Realism', 'Naturalism', 'Figurative', 'Maritime', 'Light', 'Texture']","The theme of the artwork revolves around recreational sailing and social interaction. It touches upon the leisurely pursuits common in the late 19th century, hinting at narratives of romance and companionship against the backdrop of a serene maritime setting.","['Sailing', 'Leisure', 'Social Interaction', 'Maritime', 'Sunset', '19th Century']","{'Sailboat': 'A small, traditional rowboat equipped with a single sail, occupied by individuals partaking in a leisurely sea voyage.'}","['Sail', 'Waves', 'Sea', 'Sky', 'Sunset', 'Distant Ships']",['Realism'],"['Sailboat', 'Sail', 'Waves', 'Sea', 'Sky', 'Sunset', 'Distant Ships']","['Realism', 'Naturalism', 'Figurative', 'Maritime', 'Sailing', 'Leisure', 'Social Interaction', 'Sunset', 'Sailboat', 'Waves', 'Sea', 'Sky', 'Distant Ships']"
2317,"Ragini Desavaradi, Page from a Jaipur Ragamala Set","India (Rajasthan, Jaipur)",c. 1750-1770,1745.0,1770.0,Opaque watercolor and gold on paper,ARTIC-9e77cfbc-8fa2-54da-8e23-4c1cc6c66e1f,"https://www.artic.edu/iiif/2/9e77cfbc-8fa2-54da-8e23-4c1cc6c66e1f/full/1686,/0/default.jpg",A vibrant historic Indian miniature painting depicting a musical narrative.,"This painting illustrates a scene from a Ragamala set, a type of medieval Indian art form that visualizes various musical modes called ragas. The scene is divided into two parts, with the upper section showing female dancers and musicians performing inside a palace, while the lower section depicts a lone musician playing a stringed instrument outside the architectural structure.","The artwork is executed in the traditional Indian miniature painting style, characterized by its intricate detailing, vivid colors, and flat two-dimensional representation of figures and architectural elements. The use of bold borders and a narrative format is typical of Ragamala paintings. The bright palette, fine line work, and careful attention to patterns and decorations on the textiles and architecture are reflective of the meticulous craftsmanship of the period.","['Indian Miniature', 'Vibrant', 'Narrative', 'Flat Perspective', 'Detailed', 'Ragamala']","The theme revolves around the rich cultural and musical heritage of India. Ragamala paintings, like this one, often tell the stories of specific ragas through visual symbolism, human emotions, and interactions. It represents a fusion of art, poetry, and classical Indian music, personified by the characters in performance and meditation.","['Cultural Heritage', 'Music', 'Classical India', 'Ragas', 'Performance', 'Symbolism']","{'Performing Dancers': 'Inside the palace, several female dancers perform gracefully with their hands raised, capturing the essence of the raga.', 'Musicians': 'Accompanying the dancers are musicians playing traditional instruments, enhancing the auditory depiction of the raga.', 'Lone Musician': ""Below the main scene, a solitary figure seated on a green platform plays a stringed instrument, possibly engrossed in the raga's emotion.""}","['Palace Architecture', 'Text Script', 'Decorative Patterns', 'Bright Orange Border']","['Rajasthani School', 'Mughal Influence']","['Performing Dancers', 'Musicians', 'Lone Musician', 'Palace Architecture', 'Text Script', 'Decorative Patterns', 'Bright Orange Border']","['Indian Miniature', 'Vibrant', 'Narrative', 'Flat Perspective', 'Detailed', 'Cultural Heritage', 'Music', 'Performance', 'Symbolism', 'Musicians']"
